N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;GPC_DOM;QRESIDUOS_DOM;QRESIDUOS_NO_DOM;QRESIDUOS_MUN;PERIODO
4324;60416;SIERRA;CAJAMARCA;CHOTA;SAN JUAN DE LICUPIS;975;171;804;0.43;26.71;11.45;38.16;2016
4325;60417;SIERRA;CAJAMARCA;CHOTA;TACABAMBA;20074;3702;16372;0.75;1013.42;434.32;1447.75;2016
4326;60418;COSTA;CAJAMARCA;CHOTA;TOCMOCHE;992;218;774;0.47;37.08;15.89;52.97;2016
4327;60419;SIERRA;CAJAMARCA;CHOTA;CHALAMARCA;11239;828;10411;0.43;129.35;55.44;184.79;2016
4328;60501;SIERRA;CAJAMARCA;CONTUMAZA;CONTUMAZA;8470;3132;5338;0.68;777.36;333.16;1110.52;2016
4329;60502;SIERRA;CAJAMARCA;CONTUMAZA;CHILETE;2755;2131;624;0.43;334.46;143.34;477.8;2016
4330;60503;SIERRA;CAJAMARCA;CONTUMAZA;CUPISNIQUE;1462;218;1244;0.43;34.06;14.6;48.65;2016
4331;60504;SIERRA;CAJAMARCA;CONTUMAZA;GUZMANGO;3136;237;2899;0.43;37.02;15.87;52.89;2016
4332;60505;SIERRA;CAJAMARCA;CONTUMAZA;SAN BENITO;3831;588;3243;0.43;91.86;39.37;131.22;2016
4333;60506;SIERRA;CAJAMARCA;CONTUMAZA;SANTA CRUZ DE TOLED;1048;110;938;0.43;17.18;7.36;24.55;2016
4334;60507;SIERRA;CAJAMARCA;CONTUMAZA;TANTARICA;3274;1771;1503;0.43;276.67;118.57;395.24;2016
4335;60508;COSTA;CAJAMARCA;CONTUMAZA;YONAN;7895;5241;2654;0.53;1013.87;434.52;1448.39;2016
4336;60601;SIERRA;CAJAMARCA;CUTERVO;CUTERVO;56225;17721;38504;0.74;4786.44;2051.33;6837.77;2016
4337;60602;SIERRA;CAJAMARCA;CUTERVO;CALLAYUC;10289;516;9773;0.43;80.61;34.55;115.16;2016
4338;60603;SIERRA;CAJAMARCA;CUTERVO;CHOROS;3594;370;3224;0.43;57.8;24.77;82.57;2016
4339;60604;SIERRA;CAJAMARCA;CUTERVO;CUJILLO;3034;289;2745;0.43;45.15;19.35;64.5;2016
4340;60605;SIERRA;CAJAMARCA;CUTERVO;LA RAMADA;4853;590;4263;0.43;92.17;39.5;131.67;2016
4341;60606;SIERRA;CAJAMARCA;CUTERVO;PIMPINGOS;5723;460;5263;0.43;71.86;30.8;102.66;2016
4342;60607;SIERRA;CAJAMARCA;CUTERVO;QUEROCOTILLO;16978;925;16053;0.43;144.5;61.93;206.43;2016
4343;60608;SIERRA;CAJAMARCA;CUTERVO;SAN ANDRES DE CUTERVO;5243;1134;4109;0.43;177.15;75.92;253.08;2016
4344;60609;SIERRA;CAJAMARCA;CUTERVO;SAN JUAN DE CUTERVO;1990;433;1557;0.43;67.64;28.99;96.63;2016
4345;60610;SIERRA;CAJAMARCA;CUTERVO;SAN LUIS DE LUCMA;4037;503;3534;0.43;78.58;33.68;112.26;2016
4346;60611;SIERRA;CAJAMARCA;CUTERVO;SANTA CRUZ;2907;237;2670;0.43;37.02;15.87;52.89;2016
4347;60612;SIERRA;CAJAMARCA;CUTERVO;SANTO DOMINGO DE LA CAPILLA;5640;817;4823;0.43;127.63;54.7;182.33;2016
4348;60613;SIERRA;CAJAMARCA;CUTERVO;SANTO TOMAS;7949;1173;6776;0.43;183.25;78.53;261.78;2016
4349;60614;SIERRA;CAJAMARCA;CUTERVO;SOCOTA;10721;2207;8514;0.62;499.44;214.05;713.49;2016
4350;60615;SIERRA;CAJAMARCA;CUTERVO;TORIBIO CASANOVA;1275;332;943;0.43;51.87;22.23;74.09;2016
4351;60701;SIERRA;CAJAMARCA;HUALGAYOC;BAMBAMARCA;82198;21036;61162;0.32;2449.33;1049.71;3499.04;2016
4352;60702;SIERRA;CAJAMARCA;HUALGAYOC;CHUGUR;3598;237;3361;0.43;37.02;15.87;52.89;2016
4353;60703;SIERRA;CAJAMARCA;HUALGAYOC;HUALGAYOC;16969;2425;14544;0.43;378.83;162.36;541.19;2016
4354;60801;SIERRA;CAJAMARCA;JAEN;JAEN;101042;84062;16980;0.64;19764.67;8470.57;28235.24;2016
4355;60802;SIERRA;CAJAMARCA;JAEN;BELLAVISTA;15320;6427;8893;0.58;1360.6;583.11;1943.71;2016
4356;60803;SELVA;CAJAMARCA;JAEN;CHONTALI;10223;1416;8807;0.58;298.73;128.03;426.76;2016
4357;60804;SELVA;CAJAMARCA;JAEN;COLASAY;10496;1505;8991;0.58;317.51;136.08;453.59;2016
4358;60805;SELVA;CAJAMARCA;JAEN;HUABAL;6994;663;6331;0.58;139.87;59.95;199.82;2016
4359;60806;SIERRA;CAJAMARCA;JAEN;LAS PIRIAS;4026;722;3304;0.43;112.79;48.34;161.13;2016
4360;60807;SIERRA;CAJAMARCA;JAEN;POMAHUACA;10128;1819;8309;0.25;169.19;72.51;241.7;2016
4361;60808;SIERRA;CAJAMARCA;JAEN;PUCARA;7674;3666;4008;0.68;909.9;389.96;1299.86;2016
4362;60809;SIERRA;CAJAMARCA;JAEN;SALLIQUE;8687;996;7691;0.43;155.6;66.68;222.28;2016
4363;60810;SIERRA;CAJAMARCA;JAEN;SAN FELIPE;6237;421;5816;0.43;65.77;28.19;93.96;2016
4364;60811;SELVA;CAJAMARCA;JAEN;SAN JOSE DEL ALTO;7194;551;6643;0.58;116.24;49.82;166.06;2016
4365;60812;SIERRA;CAJAMARCA;JAEN;SANTA ROSA;11399;2335;9064;0.55;468.75;200.89;669.64;2016
4366;60901;SIERRA;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;37629;13120;24509;0.51;2442.29;1046.69;3488.98;2016
4367;60902;SIERRA;CAJAMARCA;SAN IGNACIO;CHIRINOS;14315;2735;11580;0.41;409.29;175.41;584.7;2016
4368;60903;SELVA;CAJAMARCA;SAN IGNACIO;HUARANGO;20580;2219;18361;0.5;408.21;174.95;583.15;2016
4369;60904;SELVA;CAJAMARCA;SAN IGNACIO;LA COIPA;20956;1759;19197;0.58;371.1;159.04;530.14;2016
4370;60905;SELVA;CAJAMARCA;SAN IGNACIO;NAMBALLE;11652;1724;9928;0.58;363.71;155.88;519.59;2016
4371;60906;SELVA;CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;21988;1229;20759;0.58;259.28;111.12;370.4;2016
4372;60907;SELVA;CAJAMARCA;SAN IGNACIO;TABACONAS;21835;546;21289;0.58;115.19;49.37;164.56;2016
4373;61001;SIERRA;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;21434;9739;11695;0.55;1955.1;837.9;2793.01;2016
4374;61002;SIERRA;CAJAMARCA;SAN MARCOS;CHANCAY;3333;508;2825;0.43;79.36;34.01;113.37;2016
4375;61003;SIERRA;CAJAMARCA;SAN MARCOS;EDUARDO VILLANUEVA;2288;534;1754;0.43;83.42;35.75;119.17;2016
4376;61004;SIERRA;CAJAMARCA;SAN MARCOS;GREGORIO PITA;6680;382;6298;0.43;59.68;25.58;85.25;2016
4377;61005;SIERRA;CAJAMARCA;SAN MARCOS;ICHOCAN;1656;475;1181;0.43;74.2;31.8;106.01;2016
4378;61006;SIERRA;CAJAMARCA;SAN MARCOS;JOSE MANUEL QUIROZ;3970;596;3374;0.43;93.11;39.9;133.01;2016
4379;61007;SIERRA;CAJAMARCA;SAN MARCOS;JOSE SABOGAL;15202;322;14880;0.43;50.3;21.56;71.86;2016
4380;61101;SIERRA;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;15875;3690;12185;0.46;619.55;265.52;885.07;2016
4381;61102;SIERRA;CAJAMARCA;SAN MIGUEL;BOLIVAR;1472;503;969;0.43;78.58;33.68;112.26;2016
4382;61103;SIERRA;CAJAMARCA;SAN MIGUEL;CALQUIS;4422;97;4325;0.43;15.15;6.49;21.65;2016
4383;61104;SIERRA;CAJAMARCA;SAN MIGUEL;CATILLUC;3487;382;3105;0.43;59.68;25.58;85.25;2016
4384;61105;SIERRA;CAJAMARCA;SAN MIGUEL;EL PRADO;1344;179;1165;0.43;27.96;11.98;39.95;2016
4385;61106;SIERRA;CAJAMARCA;SAN MIGUEL;LA FLORIDA;2177;510;1667;0.43;79.67;34.15;113.82;2016
4386;61107;SIERRA;CAJAMARCA;SAN MIGUEL;LLAPA;6057;812;5245;0.43;126.85;54.36;181.22;2016
4387;61108;COSTA;CAJAMARCA;SAN MIGUEL;NANCHOC;1543;291;1252;0.47;49.5;21.21;70.71;2016
4388;61109;SIERRA;CAJAMARCA;SAN MIGUEL;NIEPOS;4024;577;3447;0.43;90.14;38.63;128.77;2016
4389;61110;COSTA;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;2274;172;2102;0.47;29.26;12.54;41.79;2016
4390;61111;SIERRA;CAJAMARCA;SAN MIGUEL;SAN SILVESTRE DE COCHAN;4456;249;4207;0.43;38.9;16.67;55.57;2016
4391;61112;SIERRA;CAJAMARCA;SAN MIGUEL;TONGOD;4876;1114;3762;0.43;174.03;74.58;248.61;2016
4392;61113;SIERRA;CAJAMARCA;SAN MIGUEL;UNION AGUA BLANCA;3581;451;3130;0.43;70.46;30.2;100.65;2016
4393;61201;SIERRA;CAJAMARCA;SAN PABLO;SAN PABLO;13575;3240;10335;0.41;490.72;210.31;701.04;2016
4394;61202;SIERRA;CAJAMARCA;SAN PABLO;SAN BERNARDINO;4824;184;4640;0.43;28.74;12.32;41.06;2016
4395;61203;SIERRA;CAJAMARCA;SAN PABLO;SAN LUIS;1263;87;1176;0.43;13.59;5.82;19.42;2016
4396;61204;SIERRA;CAJAMARCA;SAN PABLO;TUMBADEN;3593;132;3461;0.43;20.62;8.84;29.46;2016
4397;61301;SIERRA;CAJAMARCA;SANTA CRUZ;SANTA CRUZ;12335;5637;6698;0.51;1051.39;450.59;1501.98;2016
4398;61302;SIERRA;CAJAMARCA;SANTA CRUZ;ANDABAMBA;1508;218;1290;0.43;34.06;14.6;48.65;2016
4399;61303;SIERRA;CAJAMARCA;SANTA CRUZ;CATACHE;10020;1464;8556;0.43;228.71;98.02;326.72;2016
4400;61304;SIERRA;CAJAMARCA;SANTA CRUZ;CHANCAYBAÑOS;3898;319;3579;0.43;49.83;21.36;71.19;2016
4401;61305;SIERRA;CAJAMARCA;SANTA CRUZ;LA ESPERANZA;2577;160;2417;0.43;25;10.71;35.71;2016
4402;61306;SIERRA;CAJAMARCA;SANTA CRUZ;NINABAMBA;2771;355;2416;0.43;55.46;23.77;79.23;2016
4403;61307;SIERRA;CAJAMARCA;SANTA CRUZ;PULAN;4459;395;4064;0.43;61.71;26.45;88.15;2016
4404;61308;SIERRA;CAJAMARCA;SANTA CRUZ;SAUCEPAMPA;1857;259;1598;0.43;40.46;17.34;57.8;2016
4405;61309;SIERRA;CAJAMARCA;SANTA CRUZ;SEXI;568;308;260;0.43;48.12;20.62;68.74;2016
4406;61310;SIERRA;CAJAMARCA;SANTA CRUZ;UTICYACU;1608;195;1413;0.43;30.46;13.06;43.52;2016
4407;61311;SIERRA;CAJAMARCA;SANTA CRUZ;YAUYUCAN;3599;843;2756;0.43;131.69;56.44;188.13;2016
4408;70101;COSTA;CALLAO;CALLAO;CALLAO;406760;406760;0;0.59;86999.58;37285.53;124285.11;2016
4409;70102;COSTA;CALLAO;CALLAO;BELLAVISTA;71859;71859;0;0.53;13770.36;5901.58;19671.94;2016
4410;70103;COSTA;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;40765;40765;0;0.65;9696.96;4155.84;13852.79;2016
4411;70104;COSTA;CALLAO;CALLAO;LA PERLA;58917;58917;0;0.6;12792.89;5482.67;18275.55;2016
4412;70105;COSTA;CALLAO;CALLAO;LA PUNTA;3270;3270;0;0.66;812.86;348.37;1161.22;2016
4413;70106;COSTA;CALLAO;CALLAO;VENTANILLA  ;385596;385596;0;0.64;86605.38;37116.59;123721.96;2016
4414;70107;COSTA;CALLAO;CALLAO;MI PERU  ;60977;60977;0;0.58;12908.83;5532.36;18441.19;2016
4415;80101;SIERRA;CUSCO;CUSCO;CUSCO;119709;117071;2638;0.87;37175.9;15932.53;53108.42;2016
4416;80102;SIERRA;CUSCO;CUSCO;CCORCA;2358;634;1724;0.32;74.05;31.74;105.79;2016
4417;80103;SIERRA;CUSCO;CUSCO;POROY;7897;1701;6196;0.43;265.73;113.88;379.61;2016
4418;80104;SIERRA;CUSCO;CUSCO;SAN JERONIMO;47534;44521;3013;0.41;6662.57;2855.39;9517.95;2016
4419;80105;SIERRA;CUSCO;CUSCO;SAN SEBASTIAN;116493;112703;3790;0.37;15220.54;6523.09;21743.63;2016
4420;80106;SIERRA;CUSCO;CUSCO;SANTIAGO;90766;88296;2470;0.6;19336.82;8287.21;27624.03;2016
4421;80107;SIERRA;CUSCO;CUSCO;SAYLLA;5481;2345;3136;0.61;521.6;223.54;745.14;2016
4422;80108;SIERRA;CUSCO;CUSCO;WANCHAQ;64325;64325;0;0.51;11974.1;5131.76;17105.86;2016
4423;80201;SIERRA;CUSCO;ACOMAYO;ACOMAYO;5574;2232;3342;0.48;391.05;167.59;558.64;2016
4424;80202;SIERRA;CUSCO;ACOMAYO;ACOPIA;2351;1348;1003;0.43;210.58;90.25;300.84;2016
4425;80203;SIERRA;CUSCO;ACOMAYO;ACOS;2305;1335;970;0.37;180.29;77.27;257.56;2016
4426;80204;SIERRA;CUSCO;ACOMAYO;MOSOC LLACTA;2298;765;1533;0.43;119.51;51.22;170.73;2016
4427;80205;SIERRA;CUSCO;ACOMAYO;POMACANCHI;9032;5038;3994;0.36;661.99;283.71;945.7;2016
4428;80206;SIERRA;CUSCO;ACOMAYO;RONDOCAN;2324;1122;1202;0.41;167.91;71.96;239.87;2016
4429;80207;SIERRA;CUSCO;ACOMAYO;SANGARARA;3726;2668;1058;0.48;462.56;198.24;660.81;2016
4430;80301;SIERRA;CUSCO;ANTA;ANTA;16721;7248;9473;0.57;1507.95;646.26;2154.21;2016
4431;80302;SIERRA;CUSCO;ANTA;ANCAHUASI;6963;1666;5297;0.35;210.4;90.17;300.57;2016
4432;80303;SIERRA;CUSCO;ANTA;CACHIMAYO;2274;1707;567;0.43;266.67;114.29;380.95;2016
4433;80304;SIERRA;CUSCO;ANTA;CHINCHAYPUJIO;4357;870;3487;0.43;135.91;58.25;194.16;2016
4434;80305;SIERRA;CUSCO;ANTA;HUAROCONDO;5803;2270;3533;0.44;361.25;154.82;516.07;2016
4435;80306;SIERRA;CUSCO;ANTA;LIMATAMBO;9781;1996;7785;0.43;311.82;133.64;445.45;2016
4436;80307;SIERRA;CUSCO;ANTA;MOLLEPATA;2630;1054;1576;0.43;164.66;70.57;235.22;2016
4437;80308;SIERRA;CUSCO;ANTA;PUCYURA;4239;1769;2470;0.41;267.93;114.83;382.76;2016
4438;80309;SIERRA;CUSCO;ANTA;ZURITE;3669;1466;2203;0.43;229.02;98.15;327.17;2016
4439;80401;SIERRA;CUSCO;CALCA;CALCA;23510;12677;10833;0.43;1989.66;852.71;2842.36;2016
4440;80402;SIERRA;CUSCO;CALCA;COYA;4019;1374;2645;0.43;214.65;91.99;306.64;2016
4441;80403;SIERRA;CUSCO;CALCA;LAMAY;5780;1952;3828;0.43;304.94;130.69;435.63;2016
4442;80404;SIERRA;CUSCO;CALCA;LARES;7198;1964;5234;0.45;320.44;137.33;457.77;2016
4443;80405;SIERRA;CUSCO;CALCA;PISAC;10209;3701;6508;0.49;661.92;283.68;945.61;2016
4444;80406;SIERRA;CUSCO;CALCA;SAN SALVADOR;5634;1294;4340;0.43;202.15;86.64;288.78;2016
4445;80407;SIERRA;CUSCO;CALCA;TARAY;4724;541;4183;0.43;84.52;36.22;120.74;2016
4446;80408;SELVA;CUSCO;CALCA;YANATILE;13429;3153;10276;0.59;679;291;970;2016
4447;80501;SIERRA;CUSCO;CANAS;YANAOCA;10049;2391;7658;0.54;471.27;201.97;673.24;2016
4448;80502;SIERRA;CUSCO;CANAS;CHECCA;6292;260;6032;0.43;40.62;17.41;58.02;2016
4449;80503;SIERRA;CUSCO;CANAS;KUNTURKANKI;5745;1188;4557;0.41;179.93;77.11;257.05;2016
4450;80504;SIERRA;CUSCO;CANAS;LANGUI;2510;326;2184;0.43;50.93;21.83;72.75;2016
4451;80505;SIERRA;CUSCO;CANAS;LAYO;6373;608;5765;0.43;94.98;40.71;135.69;2016
4452;80506;SIERRA;CUSCO;CANAS;PAMPAMARCA;2034;833;1201;0.43;130.13;55.77;185.9;2016
4453;80507;SIERRA;CUSCO;CANAS;QUEHUE;3582;283;3299;0.43;44.21;18.95;63.16;2016
4454;80508;SIERRA;CUSCO;CANAS;TUPAC AMARU;2906;428;2478;0.43;66.86;28.66;95.52;2016
4455;80601;SIERRA;CUSCO;CANCHIS;SICUANI;60363;46473;13890;0.57;9668.71;4143.73;13812.44;2016
4456;80602;SIERRA;CUSCO;CANCHIS;CHECACUPE;4978;2380;2598;0.37;321.42;137.75;459.17;2016
4457;80603;SIERRA;CUSCO;CANCHIS;COMBAPATA;5398;2057;3341;0.41;311.55;133.52;445.07;2016
4458;80604;SIERRA;CUSCO;CANCHIS;MARANGANI;11195;2761;8434;0.24;241.86;103.66;345.52;2016
4459;80605;SIERRA;CUSCO;CANCHIS;PITUMARCA;7541;3304;4237;0.25;301.49;129.21;430.7;2016
4460;80606;SIERRA;CUSCO;CANCHIS;SAN PABLO;4579;1455;3124;0.26;136.49;58.49;194.98;2016
4461;80607;SIERRA;CUSCO;CANCHIS;SAN PEDRO;2740;1401;1339;0.35;178.98;76.7;255.68;2016
4462;80608;SIERRA;CUSCO;CANCHIS;TINTA;5605;2610;2995;0.5;476.33;204.14;680.46;2016
4463;80701;SIERRA;CUSCO;CHUMBIVILCAS;SANTO TOMAS;26707;10835;15872;0.36;1423.72;610.17;2033.88;2016
4464;80702;SIERRA;CUSCO;CHUMBIVILCAS;CAPACMARCA;4596;625;3971;0.43;97.64;41.84;139.48;2016
4465;80703;SIERRA;CUSCO;CHUMBIVILCAS;CHAMACA;8894;1300;7594;0.43;203.09;87.04;290.12;2016
4466;80704;SIERRA;CUSCO;CHUMBIVILCAS;COLQUEMARCA;8582;1180;7402;0.43;184.34;79;263.34;2016
4467;80705;SIERRA;CUSCO;CHUMBIVILCAS;LIVITACA;13406;1104;12302;0.43;172.47;73.91;246.38;2016
4468;80706;SIERRA;CUSCO;CHUMBIVILCAS;LLUSCO;7100;1073;6027;0.43;167.62;71.84;239.46;2016
4469;80707;SIERRA;CUSCO;CHUMBIVILCAS;QUIÑOTA;4930;830;4100;0.43;129.66;55.57;185.23;2016
4470;80708;SIERRA;CUSCO;CHUMBIVILCAS;VELILLE;8514;2140;6374;0.51;395.24;169.39;564.62;2016
4471;80801;SIERRA;CUSCO;ESPINAR;ESPINAR;33520;27838;5682;0.62;6340.38;2717.31;9057.69;2016
4472;80802;SIERRA;CUSCO;ESPINAR;CONDOROMA;1412;557;855;0.43;87.01;37.29;124.31;2016
4473;80803;SIERRA;CUSCO;ESPINAR;COPORAQUE;17877;532;17345;0.43;83.11;35.62;118.73;2016
4474;80804;SIERRA;CUSCO;ESPINAR;OCORURO;1593;151;1442;0.43;23.59;10.11;33.7;2016
4475;80805;SIERRA;CUSCO;ESPINAR;PALLPATA;5552;1566;3986;0.52;297.23;127.38;424.61;2016
