N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;GPC_DOM;QRESIDUOS_DOM;QRESIDUOS_NO_DOM;QRESIDUOS_MUN;PERIODO
8986;180105;SIERRA;MOQUEGUA;MARISCAL NIETO;SAN CRISTOBAL;1662;1595;67;0.42;244.44;104.76;349.2;2018
8987;180106;SIERRA;MOQUEGUA;MARISCAL NIETO;TORATA;6545;3494;3052;0.42;535.61;229.55;765.15;2018
8988;180201;SIERRA;MOQUEGUA;GENERAL SANCHEZ CERRO;OMATE;3201;2314;887;0.43;363.13;155.63;518.76;2018
8989;180202;SIERRA;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;675;339;337;0.42;51.9;22.24;74.14;2018
8990;180203;SIERRA;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;1001;375;626;0.42;57.54;24.66;82.21;2018
8991;180204;SIERRA;MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;3125;881;2243;0.42;135.12;57.91;193.03;2018
8992;180205;SIERRA;MOQUEGUA;GENERAL SANCHEZ CERRO;LA CAPILLA;619;123;496;0.42;18.81;8.06;26.87;2018
8993;180206;SIERRA;MOQUEGUA;GENERAL SANCHEZ CERRO;LLOQUE;555;487;68;0.42;74.7;32.01;106.71;2018
8994;180207;SIERRA;MOQUEGUA;GENERAL SANCHEZ CERRO;MATALAQUE;451;182;269;0.42;27.92;11.96;39.88;2018
8995;180208;SIERRA;MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;2567;1958;609;0.42;300.19;128.65;428.84;2018
8996;180209;SIERRA;MOQUEGUA;GENERAL SANCHEZ CERRO;QUINISTAQUILLAS;525;335;191;0.42;51.29;21.98;73.27;2018
8997;180210;SIERRA;MOQUEGUA;GENERAL SANCHEZ CERRO;UBINAS;1748;1003;745;0.42;153.79;65.91;219.7;2018
8998;180211;SIERRA;MOQUEGUA;GENERAL SANCHEZ CERRO;YUNGA;892;559;333;0.42;85.66;36.71;122.37;2018
8999;180301;COSTA;MOQUEGUA;ILO;ILO;69665;69284;381;0.45;11481.12;4920.48;16401.61;2018
9000;180302;COSTA;MOQUEGUA;ILO;EL ALGARROBAL;4873;4841;31;0.46;812.87;348.37;1161.25;2018
9001;180303;COSTA;MOQUEGUA;ILO;PACOCHA;4662;4645;17;0.31;522.22;223.81;746.04;2018
9002;190101;SIERRA;PASCO;PASCO;CHAUPIMARCA;27281;27251;30;0.43;4277.07;1833.03;6110.09;2018
9003;190102;SIERRA;PASCO;PASCO;HUACHON;4629;3075;1555;0.42;471.35;202.01;673.35;2018
9004;190103;SIERRA;PASCO;PASCO;HUARIACA;7105;6572;533;0.42;1007.52;431.79;1439.31;2018
9005;190104;SIERRA;PASCO;PASCO;HUAYLLAY;9633;7162;2470;0.4;1043.09;447.04;1490.13;2018
9006;190105;SIERRA;PASCO;PASCO;NINACACA;4127;2954;1173;0.3;321.36;137.73;459.09;2018
9007;190106;SIERRA;PASCO;PASCO;PALLANCHACRA;1691;650;1041;0.42;99.69;42.72;142.41;2018
9008;190107;SIERRA;PASCO;PASCO;PAUCARTAMBO;10934;7884;3049;0.59;1706.51;731.36;2437.88;2018
9009;190108;SIERRA;PASCO;PASCO;SAN FCO.DE ASIS DE YARUSYAC;4341;2349;1992;0.4;346.38;148.45;494.84;2018
9010;190109;SIERRA;PASCO;PASCO;SIMON BOLIVAR;12922;12067;855;0.23;999.85;428.51;1428.35;2018
9011;190110;SIERRA;PASCO;PASCO;TICLACAYAN;3193;1155;2038;0.33;139.98;59.99;199.97;2018
9012;190111;SIERRA;PASCO;PASCO;TINYAHUARCO;7119;7036;83;0.32;811.58;347.82;1159.41;2018
9013;190112;SIERRA;PASCO;PASCO;VICCO;3645;3453;192;0.13;166.35;71.29;237.64;2018
9014;190113;SIERRA;PASCO;PASCO;YANACANCHA;31326;29352;1974;0.43;4563.95;1955.98;6519.92;2018
9015;190201;SIERRA;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;11818;8911;2907;0.39;1268.55;543.66;1812.21;2018
9016;190202;SIERRA;PASCO;DANIEL ALCIDES CARRION;CHACAYAN;1999;1499;500;0.26;142.22;60.95;203.18;2018
9017;190203;SIERRA;PASCO;DANIEL ALCIDES CARRION;GOYLLARISQUIZGA;1543;1324;219;0.42;202.94;86.97;289.92;2018
9018;190204;SIERRA;PASCO;DANIEL ALCIDES CARRION;PAUCAR;1832;1433;399;0.22;115.1;49.33;164.42;2018
9019;190205;SIERRA;PASCO;DANIEL ALCIDES CARRION;SAN PEDRO DE PILLAO;1414;1144;270;0.42;175.3;75.13;250.43;2018
9020;190206;SIERRA;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;23185;4053;19132;0.52;769.2;329.66;1098.86;2018
9021;190207;SIERRA;PASCO;DANIEL ALCIDES CARRION;TAPUC;2346;2194;153;0.42;336.3;144.13;480.43;2018
9022;190208;SIERRA;PASCO;DANIEL ALCIDES CARRION;VILCABAMBA;2068;1440;628;0.42;220.81;94.63;315.45;2018
9023;190301;SELVA;PASCO;OXAPAMPA;OXAPAMPA;16808;11562;5246;0.56;2350.64;1007.42;3358.06;2018
9024;190302;SELVA;PASCO;OXAPAMPA;CHONTABAMBA;5919;2901;3017;0.55;579.22;248.24;827.45;2018
9025;190303;SELVA;PASCO;OXAPAMPA;HUANCABAMBA;6932;3050;3883;0.44;488.69;209.44;698.13;2018
9026;190304;SELVA;PASCO;OXAPAMPA;PALCAZU;8173;2035;6139;0.55;406.25;174.11;580.36;2018
9027;190305;SELVA;PASCO;OXAPAMPA;POZUZO;4902;1565;3336;0.55;312.5;133.93;446.43;2018
9028;190306;SELVA;PASCO;OXAPAMPA;PUERTO BERMUDEZ;20361;7199;13162;0.55;1437.3;615.99;2053.28;2018
9029;190307;SELVA;PASCO;OXAPAMPA;VILLA RICA;18688;13756;4932;0.4;2008.4;860.74;2869.14;2018
9030;190308;SELVA;PASCO;OXAPAMPA;CONSTITUCIÓN ;15912;8710;7202;0.74;2352.51;1008.22;3360.73;2018
9031;200101;COSTA;PIURA;PIURA;PIURA;167906;161464;6441;0.78;45968.89;19700.95;65669.85;2018
9032;200104;COSTA;PIURA;PIURA;CASTILLA;171234;169855;1379;0.48;29758.58;12753.68;42512.26;2018
9033;200105;COSTA;PIURA;PIURA;CATACAOS;77371;75004;2367;0.47;12866.97;5514.42;18381.39;2018
9034;200107;COSTA;PIURA;PIURA;CURA MORI;19238;18368;870;0.63;4223.71;1810.16;6033.87;2018
9035;200108;COSTA;PIURA;PIURA;EL TALLAN;5510;5195;315;0.49;934.81;400.63;1335.44;2018
9036;200109;COSTA;PIURA;PIURA;LA ARENA;39551;36437;3114;0.48;6383.76;2735.9;9119.66;2018
9037;200110;COSTA;PIURA;PIURA;LA UNION;42335;41541;794;0.51;7748.02;3320.58;11068.59;2018
9038;200111;COSTA;PIURA;PIURA;LAS LOMAS;28348;12983;15365;0.5;2359.85;1011.36;3371.21;2018
9039;200114;COSTA;PIURA;PIURA;TAMBO GRANDE;117682;47262;70420;0.57;9832.78;4214.05;14046.83;2018
9040;200115;COSTA;PIURA;PIURA;VEINTISÉIS DE OCTUBRE ;175221;175143;78;0.49;31324.34;13424.72;44749.06;2018
9041;200201;COSTA;PIURA;AYABACA;AYABACA;32903;6045;26858;0.33;728.07;312.03;1040.1;2018
9042;200202;COSTA;PIURA;AYABACA;FRIAS;21130;2344;18786;0.48;410.66;176;586.65;2018
9043;200203;COSTA;PIURA;AYABACA;JILILI;2653;226;2427;0.46;37.98;16.28;54.25;2018
9044;200204;COSTA;PIURA;AYABACA;LAGUNAS;5794;355;5438;0.46;59.68;25.58;85.26;2018
9045;200205;COSTA;PIURA;AYABACA;MONTERO;6576;1139;5437;0.46;191.16;81.92;273.08;2018
9046;200206;COSTA;PIURA;AYABACA;PACAIPAMPA;22970;1512;21458;0.46;253.92;108.82;362.74;2018
9047;200207;COSTA;PIURA;AYABACA;PAIMAS;10074;3305;6769;0.46;554.97;237.85;792.82;2018
9048;200208;COSTA;PIURA;AYABACA;SAPILLICA;10847;1060;9787;0.46;178.01;76.29;254.31;2018
9049;200209;COSTA;PIURA;AYABACA;SICCHEZ;1676;892;784;0.46;149.85;64.22;214.07;2018
9050;200210;COSTA;PIURA;AYABACA;SUYO;11752;3607;8145;0.46;605.67;259.57;865.24;2018
9051;200301;SIERRA;PIURA;HUANCABAMBA;HUANCABAMBA;28933;9064;19869;0.5;1647.54;706.09;2353.63;2018
9052;200302;COSTA;PIURA;HUANCABAMBA;CANCHAQUE;7624;2371;5253;0.46;398.15;170.64;568.79;2018
9053;200303;SIERRA;PIURA;HUANCABAMBA;EL CARMEN DE LA FRONTERA;11664;570;11094;0.42;87.34;37.43;124.77;2018
9054;200304;SIERRA;PIURA;HUANCABAMBA;HUARMACA;36952;3527;33425;0.42;540.66;231.71;772.37;2018
9055;200305;COSTA;PIURA;HUANCABAMBA;LALAQUIZ;4201;1420;2781;0.46;238.43;102.18;340.61;2018
9056;200306;COSTA;PIURA;HUANCABAMBA;SAN MIGUEL DE EL FAIQUE;9166;2310;6856;0.46;387.91;166.25;554.16;2018
9057;200307;SIERRA;PIURA;HUANCABAMBA;SONDOR;7388;1378;6010;0.42;211.28;90.55;301.83;2018
9058;200308;SIERRA;PIURA;HUANCABAMBA;SONDORILLO;10861;676;10185;0.42;103.59;44.4;147.99;2018
9059;200401;COSTA;PIURA;MORROPON;CHULUCANAS;86191;65461;20730;0.52;12424.58;5324.82;17749.39;2018
9060;200402;COSTA;PIURA;MORROPON;BUENOS AIRES;9811;8057;1754;0.46;1352.77;579.76;1932.53;2018
9061;200403;COSTA;PIURA;MORROPON;CHALACO;7817;1211;6606;0.46;203.33;87.14;290.47;2018
9062;200404;COSTA;PIURA;MORROPON;LA MATANZA;14458;9420;5038;0.42;1444.02;618.87;2062.89;2018
9063;200405;COSTA;PIURA;MORROPON;MORROPON;15520;12328;3191;0.58;2609.9;1118.53;3728.43;2018
9064;200406;COSTA;PIURA;MORROPON;SALITRAL;8829;6337;2492;0.46;1064.02;456.01;1520.02;2018
9065;200407;COSTA;PIURA;MORROPON;SAN JUAN DE BIGOTE;6606;4037;2568;0.46;677.87;290.51;968.38;2018
9066;200408;COSTA;PIURA;MORROPON;SANTA CATALINA DE MOSSA;3793;1661;2132;0.46;278.92;119.54;398.46;2018
9067;200409;COSTA;PIURA;MORROPON;SANTO DOMINGO;6124;1126;4998;0.46;189.09;81.04;270.13;2018
9068;200410;COSTA;PIURA;MORROPON;YAMANGO;8732;1988;6745;0.46;333.73;143.03;476.76;2018
9069;200501;COSTA;PIURA;PAITA;PAITA;95561;95555;6;0.53;18485.18;7922.22;26407.39;2018
9070;200502;COSTA;PIURA;PAITA;AMOTAPE;2443;2366;77;0.46;397.3;170.27;567.57;2018
9071;200503;COSTA;PIURA;PAITA;ARENAL;1202;985;218;0.4;143.77;61.61;205.38;2018
9072;200504;COSTA;PIURA;PAITA;COLAN;15934;14399;1535;0.36;1892.06;810.88;2702.95;2018
9073;200505;COSTA;PIURA;PAITA;LA HUACA;13408;12461;947;0.48;2183.18;935.65;3118.83;2018
9074;200506;COSTA;PIURA;PAITA;TAMARINDO;5092;5002;90;0.31;565.99;242.57;808.56;2018
9075;200507;COSTA;PIURA;PAITA;VICHAYAL;5869;4403;1466;0.48;771.35;330.58;1101.93;2018
9076;200601;COSTA;PIURA;SULLANA;SULLANA;181006;172916;8090;0.66;41655.57;17852.39;59507.95;2018
9077;200602;COSTA;PIURA;SULLANA;BELLAVISTA;37733;37733;0;0.52;7161.77;3069.33;10231.1;2018
9078;200603;COSTA;PIURA;SULLANA;IGNACIO ESCUDERO;20701;20541;159;0.54;4048.72;1735.17;5783.88;2018
9079;200604;COSTA;PIURA;SULLANA;LANCONES;12981;591;12390;0.46;99.21;42.52;141.72;2018
9080;200605;COSTA;PIURA;SULLANA;MARCAVELICA;30730;28831;1899;0.51;5366.98;2300.13;7667.11;2018
9081;200606;COSTA;PIURA;SULLANA;MIGUEL CHECA;9601;9377;224;0.52;1779.68;762.72;2542.4;2018
9082;200607;COSTA;PIURA;SULLANA;QUERECOTILLO;27052;24857;2195;0.47;4264.16;1827.5;6091.66;2018
9083;200608;COSTA;PIURA;SULLANA;SALITRAL;7290;6747;543;0.45;1108.15;474.92;1583.07;2018
9084;200701;COSTA;PIURA;TALARA;PARIÑAS;100483;99946;537;0.53;19334.56;8286.24;27620.81;2018
9085;200702;COSTA;PIURA;TALARA;EL ALTO;8527;8527;0;0.48;1493.88;640.24;2134.12;2018
9086;200703;COSTA;PIURA;TALARA;LA BREA;12831;12615;216;0.4;1841.76;789.33;2631.09;2018
9087;200704;COSTA;PIURA;TALARA;LOBITOS;1366;1325;42;0.53;256.24;109.82;366.05;2018
9088;200705;COSTA;PIURA;TALARA;LOS ORGANOS;11114;11058;56;0.53;2139.18;916.79;3055.97;2018
9089;200706;COSTA;PIURA;TALARA;MANCORA;13318;13176;142;0.54;2596.98;1112.99;3709.97;2018
9090;200801;COSTA;PIURA;SECHURA;SECHURA;47169;45659;1510;0.47;7832.87;3356.94;11189.81;2018
9091;200802;COSTA;PIURA;SECHURA;BELLAVISTA DE LA UNION;4926;4741;184;0.46;796.06;341.17;1137.23;2018
9092;200803;COSTA;PIURA;SECHURA;BERNAL;7232;6768;464;0.33;815.17;349.36;1164.53;2018
9093;200804;COSTA;PIURA;SECHURA;CRISTO NOS VALGA;4614;2805;1809;0.46;470.93;201.83;672.76;2018
9094;200805;COSTA;PIURA;SECHURA;VICE;16650;16229;421;0.31;1836.29;786.98;2623.27;2018
9095;200806;COSTA;PIURA;SECHURA;RINCONADA LLICUAR;3039;3033;6;0.46;509.31;218.27;727.58;2018
9096;210101;SIERRA;PUNO;PUNO;PUNO;139956;134144;5813;0.55;26929.32;11541.14;38470.45;2018
9097;210102;SIERRA;PUNO;PUNO;ACORA;23756;3849;19908;0.42;589.98;252.85;842.83;2018
9098;210103;SIERRA;PUNO;PUNO;AMANTANI;3480;411;3069;0.42;62.99;26.99;89.98;2018
9099;210104;SIERRA;PUNO;PUNO;ATUNCOLLA;4749;344;4405;0.42;52.77;22.61;75.38;2018
9100;210105;SIERRA;PUNO;PUNO;CAPACHICA;7508;1098;6410;0.42;168.37;72.16;240.53;2018
9101;210106;SIERRA;PUNO;PUNO;CHUCUITO;7350;1162;6187;0.42;178.17;76.36;254.52;2018
9102;210107;SIERRA;PUNO;PUNO;COATA;6870;1931;4939;0.42;296.03;126.87;422.9;2018
9103;210108;SIERRA;PUNO;PUNO;HUATA;3065;357;2709;0.42;54.66;23.42;78.08;2018
9104;210109;SIERRA;PUNO;PUNO;MAÑAZO;5290;2625;2666;0.38;364.05;156.02;520.07;2018
9105;210110;SIERRA;PUNO;PUNO;PAUCARCOLLA;4372;628;3744;0.42;96.31;41.27;137.58;2018
9106;210111;SIERRA;PUNO;PUNO;PICHACANI;5894;2456;3439;0.36;322.66;138.28;460.94;2018
9107;210112;SIERRA;PUNO;PUNO;PLATERIA;7364;522;6842;0.42;79.95;34.27;114.22;2018
9108;210113;SIERRA;PUNO;PUNO;SAN ANTONIO;2646;307;2340;0.42;47.04;20.16;67.2;2018
9109;210114;SIERRA;PUNO;PUNO;TIQUILLACA;1649;361;1288;0.42;55.31;23.7;79.01;2018
9110;210115;SIERRA;PUNO;PUNO;VILQUE;2972;911;2061;0.42;139.65;59.85;199.5;2018
9111;210201;SIERRA;PUNO;AZANGARO;AZANGARO;30917;21012;9904;0.52;3988.11;1709.19;5697.3;2018
9112;210202;SIERRA;PUNO;AZANGARO;ACHAYA;2884;78;2807;0.18;5.09;2.18;7.28;2018
9113;210203;SIERRA;PUNO;AZANGARO;ARAPA;7223;1539;5684;0.42;235.87;101.09;336.96;2018
9114;210204;SIERRA;PUNO;AZANGARO;ASILLO;14910;4102;10808;0.53;793.49;340.07;1133.55;2018
9115;210205;SIERRA;PUNO;AZANGARO;CAMINACA  ;3043;134;2909;0.42;20.51;8.79;29.31;2018
9116;210206;SIERRA;PUNO;AZANGARO;CHUPA;6348;813;5535;0.15;44.51;19.08;63.59;2018
9117;210207;SIERRA;PUNO;AZANGARO;JOSE DOMINGO CHOQUEHUANCA;4774;3208;1566;0.43;497.64;213.27;710.91;2018
9118;210208;SIERRA;PUNO;AZANGARO;MUÑANI;6891;2061;4830;0.25;188.06;80.6;268.66;2018
9119;210209;SIERRA;PUNO;AZANGARO;POTONI;3888;1950;1938;0.42;298.96;128.13;427.09;2018
9120;210210;SIERRA;PUNO;AZANGARO;SAMAN;9675;447;9228;0.42;68.57;29.39;97.96;2018
9121;210211;SIERRA;PUNO;AZANGARO;SAN ANTON;7488;3627;3861;0.46;608.99;261;869.99;2018
9122;210212;SIERRA;PUNO;AZANGARO;SAN JOSE;4999;2187;2812;0.42;335.33;143.71;479.05;2018
9123;210213;SIERRA;PUNO;AZANGARO;SAN JUAN DE SALINAS;2974;167;2807;0.42;25.64;10.99;36.63;2018
9124;210214;SIERRA;PUNO;AZANGARO;SANTIAGO DE PUPUJA;4611;167;4444;0.42;25.62;10.98;36.61;2018
9125;210215;SIERRA;PUNO;AZANGARO;TIRAPATA;2959;654;2305;0.42;100.27;42.97;143.25;2018
9126;210301;SIERRA;PUNO;CARABAYA;MACUSANI;13785;12032;1753;0.5;2182.69;935.44;3118.12;2018
9127;210302;SIERRA;PUNO;CARABAYA;AJOYANI;2391;1544;847;0.42;236.71;101.45;338.16;2018
9128;210303;SELVA;PUNO;CARABAYA;AYAPATA;9515;2598;6917;0.29;274.97;117.84;392.82;2018
9129;210304;SELVA;PUNO;CARABAYA;COASA;6478;3427;3050;0.25;312.75;134.04;446.79;2018
9130;210305;SIERRA;PUNO;CARABAYA;CORANI;4560;2619;1941;0.42;401.49;172.07;573.56;2018
9131;210306;SIERRA;PUNO;CARABAYA;CRUCERO;9838;7487;2351;0.32;871.74;373.6;1245.35;2018
9132;210307;SELVA;PUNO;CARABAYA;ITUATA  ;8184;851;7333;0.55;169.87;72.8;242.68;2018
9133;210308;SIERRA;PUNO;CARABAYA;OLLACHEA;6291;2730;3560;0.42;418.56;179.38;597.95;2018
9134;210309;SELVA;PUNO;CARABAYA;SAN GABAN;7440;1715;5725;0.55;342.41;146.75;489.15;2018
9135;210310;SELVA;PUNO;CARABAYA;USICAYOS;8953;3643;5309;0.55;727.44;311.76;1039.2;2018
9136;210401;SIERRA;PUNO;CHUCUITO;JULI;20655;8428;12227;0.16;492.18;210.93;703.12;2018
9137;210402;SIERRA;PUNO;CHUCUITO;DESAGUADERO;13737;8315;5422;0.42;1274.63;546.27;1820.9;2018
9138;210403;SIERRA;PUNO;CHUCUITO;HUACULLANI;9180;2354;6826;0.42;360.83;154.64;515.47;2018
9139;210404;SIERRA;PUNO;CHUCUITO;KELLUYO;7243;849;6394;0.42;130.21;55.8;186.01;2018
9140;210405;SIERRA;PUNO;CHUCUITO;PISACOMA;8470;1265;7205;0.42;193.94;83.12;277.05;2018
9141;210406;SIERRA;PUNO;CHUCUITO;POMATA;14308;2819;11489;0.38;391.06;167.6;558.66;2018
9142;210407;SIERRA;PUNO;CHUCUITO;ZEPITA;17556;2181;15375;0.48;382.12;163.77;545.89;2018
9143;210501;SIERRA;PUNO;EL COLLAO;ILAVE;48813;22817;25996;0.32;2665.06;1142.17;3807.23;2018
9144;210502;SIERRA;PUNO;EL COLLAO;CAPAZO;1163;110;1052;0.42;16.9;7.24;24.14;2018
9145;210503;SIERRA;PUNO;EL COLLAO;PILCUYO;11038;1392;9646;0.42;213.41;91.46;304.87;2018
9146;210504;SIERRA;PUNO;EL COLLAO;SANTA ROSA;3476;1172;2304;0.42;179.64;76.99;256.62;2018
9147;210505;SIERRA;PUNO;EL COLLAO;CONDURIRI;2568;602;1967;0.42;92.26;39.54;131.8;2018
9148;210601;SIERRA;PUNO;HUANCANE;HUANCANE;19021;7634;11387;0.24;668.78;286.62;955.4;2018
9149;210602;SIERRA;PUNO;HUANCANE;COJATA;3992;1473;2519;0.46;247.24;105.96;353.2;2018
9150;210603;SIERRA;PUNO;HUANCANE;HUATASANI;3208;1374;1834;0.42;210.63;90.27;300.91;2018
9151;210604;SIERRA;PUNO;HUANCANE;INCHUPALLA;2668;167;2501;0.42;25.6;10.97;36.57;2018
9152;210605;SIERRA;PUNO;HUANCANE;PUSI ;5183;887;4296;0.42;135.97;58.27;194.25;2018
9153;210606;SIERRA;PUNO;HUANCANE;ROSASPATA;4154;491;3663;0.42;75.24;32.25;107.49;2018
9154;210607;SIERRA;PUNO;HUANCANE;TARACO;13479;1842;11637;0.17;114.27;48.97;163.25;2018
9155;210608;SIERRA;PUNO;HUANCANE;VILQUE CHICO;7611;916;6695;0.42;140.35;60.15;200.5;2018
9156;210701;SIERRA;PUNO;LAMPA;LAMPA;11626;5688;5939;0.39;809.62;346.98;1156.6;2018
9157;210702;SIERRA;PUNO;LAMPA;CABANILLA;5853;1197;4656;0.42;183.5;78.64;262.15;2018
9158;210703;SIERRA;PUNO;LAMPA;CALAPUJA;1704;510;1194;0.42;78.14;33.49;111.63;2018
9159;210704;SIERRA;PUNO;LAMPA;NICASIO;2437;533;1903;0.42;81.78;35.05;116.83;2018
9160;210705;SIERRA;PUNO;LAMPA;OCUVIRI;2390;710;1680;0.42;108.86;46.65;155.51;2018
9161;210706;SIERRA;PUNO;LAMPA;PALCA;1838;678;1160;0.42;103.93;44.54;148.47;2018
9162;210707;SIERRA;PUNO;LAMPA;PARATIA;2725;976;1748;0.42;149.69;64.15;213.85;2018
9163;210708;SIERRA;PUNO;LAMPA;PUCARA;5464;2176;3288;0.42;333.61;142.97;476.58;2018
9164;210709;SIERRA;PUNO;LAMPA;SANTA LUCIA;7403;5657;1746;0.35;722.69;309.72;1032.41;2018
9165;210710;SIERRA;PUNO;LAMPA;VILAVILA;1227;481;746;0.42;73.76;31.61;105.38;2018
9166;210801;SIERRA;PUNO;MELGAR;AYAVIRI;25209;22382;2827;0.37;3022.66;1295.43;4318.09;2018
9167;210802;SIERRA;PUNO;MELGAR;ANTAUTA;5593;3753;1840;0.6;821.89;352.24;1174.12;2018
9168;210803;SIERRA;PUNO;MELGAR;CUPI;2067;319;1748;0.42;48.86;20.94;69.8;2018
9169;210804;SIERRA;PUNO;MELGAR;LLALLI;2626;1783;842;0.42;273.34;117.15;390.49;2018
9170;210805;SIERRA;PUNO;MELGAR;MACARI;7262;3334;3928;0.34;407.61;174.69;582.3;2018
9171;210806;SIERRA;PUNO;MELGAR;NUÑOA;8578;4605;3974;0.22;369.75;158.46;528.21;2018
9172;210807;SIERRA;PUNO;MELGAR;ORURILLO;7801;1137;6664;0.42;174.28;74.69;248.97;2018
9173;210808;SIERRA;PUNO;MELGAR;SANTA ROSA;6345;3084;3260;0.19;213.89;91.67;305.56;2018
9174;210809;SIERRA;PUNO;MELGAR;UMACHIRI;3861;773;3088;0.42;118.5;50.79;169.29;2018
9175;210901;SIERRA;PUNO;MOHO;MOHO;11410;3120;8290;0.42;478.29;204.98;683.27;2018
9176;210902;SIERRA;PUNO;MOHO;CONIMA;3254;911;2343;0.42;139.68;59.86;199.54;2018
9177;210903;SIERRA;PUNO;MOHO;HUAYRAPATA;2620;955;1665;0.42;146.46;62.77;209.23;2018
9178;210904;SIERRA;PUNO;MOHO;TILALI;2546;776;1771;0.42;118.9;50.96;169.85;2018
9179;211001;SIERRA;PUNO;SAN ANTONIO DE PUTINA;PUTINA;14456;10363;4093;0.38;1437.35;616.01;2053.36;2018
9180;211002;SIERRA;PUNO;SAN ANTONIO DE PUTINA;ANANEA;12331;11001;1330;0.45;1797.13;770.2;2567.33;2018
9181;211003;SIERRA;PUNO;SAN ANTONIO DE PUTINA;PEDRO VILCA APAZA;1963;685;1278;0.42;105.07;45.03;150.09;2018
9182;211004;SIERRA;PUNO;SAN ANTONIO DE PUTINA;QUILCAPUNCU;5445;2339;3106;0.33;281.74;120.75;402.49;2018
9183;211005;SIERRA;PUNO;SAN ANTONIO DE PUTINA;SINA;1775;586;1188;0.42;89.91;38.53;128.44;2018
9184;211101;SIERRA;PUNO;SAN ROMAN;JULIACA   ;240101;227757;12344;0.53;44059.52;18882.65;62942.17;2018
9185;211102;SIERRA;PUNO;SAN ROMAN;CABANA;5284;1021;4264;0.28;104.3;44.7;149.01;2018
9186;211103;SIERRA;PUNO;SAN ROMAN;CABANILLAS;4575;2369;2206;0.42;363.15;155.64;518.79;2018
9187;211104;SIERRA;PUNO;SAN ROMAN;CARACOTO  ;7207;1284;5922;0.42;196.9;84.39;281.28;2018
9188;211105;SIERRA;PUNO;SAN ROMAN;SAN MIGUEL   ;68098;63339;4759;0.39;9016.32;3864.14;12880.46;2018
9189;211201;SELVA;PUNO;SANDIA;SANDIA;11379;4200;7179;0.41;628.58;269.39;897.97;2018
9190;211202;SIERRA;PUNO;SANDIA;CUYOCUYO;5567;2075;3492;0.42;318.13;136.34;454.47;2018
9191;211203;SELVA;PUNO;SANDIA;LIMBANI;3309;1648;1661;0.55;329.04;141.02;470.06;2018
9192;211204;SIERRA;PUNO;SANDIA;PATAMBUCO;4196;455;3741;0.46;76.57;32.82;109.39;2018
9193;211205;SELVA;PUNO;SANDIA;PHARA;5941;1520;4420;0.55;303.53;130.09;433.62;2018
9194;211206;SIERRA;PUNO;SANDIA;QUIACA;2287;351;1936;0.42;53.83;23.07;76.9;2018
9195;211207;SELVA;PUNO;SANDIA;SAN JUAN DEL ORO;3697;1975;1722;0.55;394.26;168.97;563.23;2018
9196;211208;SELVA;PUNO;SANDIA;YANAHUAYA;2146;1039;1107;0.55;207.35;88.87;296.22;2018
9197;211209;SELVA;PUNO;SANDIA;ALTO INAMBARI;7452;1613;5839;0.55;322.06;138.02;460.08;2018
9198;211210;SELVA;PUNO;SANDIA;SAN PEDRO DE PUTINA PUNCU;10227;1921;8306;0.55;383.6;164.4;548.01;2018
9199;211301;SIERRA;PUNO;YUNGUYO;YUNGUYO;25058;11769;13289;0.29;1245.74;533.89;1779.63;2018
9200;211302;SIERRA;PUNO;YUNGUYO;ANAPIA;1788;1536;253;0.42;235.4;100.89;336.29;2018
9201;211303;SIERRA;PUNO;YUNGUYO;COPANI;4951;612;4338;0.42;93.88;40.24;134.12;2018
9202;211304;SIERRA;PUNO;YUNGUYO;CUTURAPI;1361;893;468;0.42;136.91;58.68;195.58;2018
9203;211305;SIERRA;PUNO;YUNGUYO;OLLARAYA;2756;404;2351;0.27;39.83;17.07;56.9;2018
9204;211306;SIERRA;PUNO;YUNGUYO;TINICACHI;930;578;352;0.42;88.59;37.97;126.56;2018
9205;211307;SIERRA;PUNO;YUNGUYO;UNICACHI;979;405;574;0.42;62.1;26.62;88.72;2018
9206;220101;SELVA;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;82616;61752;20865;0.54;12171.28;5216.26;17387.55;2018
9207;220102;SELVA;SAN MARTIN;MOYOBAMBA;CALZADA;4689;4137;552;0.74;1117.42;478.89;1596.31;2018
9208;220103;SELVA;SAN MARTIN;MOYOBAMBA;HABANA;1682;1332;350;0.55;265.94;113.97;379.91;2018
9209;220104;SELVA;SAN MARTIN;MOYOBAMBA;JEPELACIO;16282;6570;9711;0.45;1079.19;462.51;1541.7;2018
9210;220105;SELVA;SAN MARTIN;MOYOBAMBA;SORITOR;22982;16304;6678;0.46;2737.44;1173.19;3910.63;2018
9211;220106;SELVA;SAN MARTIN;MOYOBAMBA;YANTALO;2895;2253;642;0.55;449.81;192.78;642.59;2018
9212;220201;SELVA;SAN MARTIN;BELLAVISTA;BELLAVISTA;18014;17182;832;0.67;4201.9;1800.82;6002.72;2018
