PERIODO,UBIGEO,REG_NAT,DEPARTAMENTO,PROVINCIA,DISTRITO,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN,MTN_QRESIDUOS_MUN,GRS_MTN_AMERICAYCARIBE,GRS_MTN_AMERICADEL NORTE,GRS_MTN_EUROPAYASIACENTRAL,G_ROV
2017,40123,SIERRA,AREQUIPA,AREQUIPA,TIABAYA,14653,14014,639,0.47,2419.45,1036.91,3456.4,7.1,231,289,392,
2018,40123,SIERRA,AREQUIPA,AREQUIPA,TIABAYA,17328,16831,497,0.48,2967.23,1271.67,4238.9,7.5,231,289,392,
2019,40123,SIERRA,AREQUIPA,AREQUIPA,TIABAYA,16848,16346,502,0.52,3102.47,1329.63,4432.1,7.8,231,289,392,
2020,40123,SIERRA,AREQUIPA,AREQUIPA,TIABAYA,17023,16501,522,0.52,3131.89,1342.24,4474.1,7.9,231,289,392,
2021,40123,SIERRA,AREQUIPA,AREQUIPA,TIABAYA,17297,16756,541,0.52,3180.29,1362.98,4543.3,8.2,231,289,392,
2014,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,5472,653,4819,0.61,145.08,62.18,207.3,6.9,231,289,392,
2015,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,5679,678,5001,0.58,142.95,61.26,204.2,7,231,289,392,
2016,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,5781,690,5091,0.41,103.26,44.25,147.5,7,231,289,392,
2017,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,5875,701,5174,0.41,104.9,44.96,149.9,7.1,231,289,392,
2018,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,2718,634,2084,0.55,126.59,54.25,180.9,7.5,231,289,392,
2019,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,2710,610,2100,0.54,120.53,51.66,172.2,7.8,231,289,392,
2020,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,2616,573,2043,0.53,111.77,47.9,159.7,7.9,231,289,392,
2021,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,2518,534,1984,0.51,100.21,42.95,143.2,8.2,231,289,392,
2014,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,6559,2130,4429,0.61,473.21,202.8,676,6.9,231,289,392,
2015,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,6587,2139,4448,0.58,451.19,193.37,644.6,7,231,289,392,
2016,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,6637,2155,4482,0.58,454.64,194.85,649.5,7,231,289,392,
2017,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,6685,2171,4514,0.58,458.02,196.29,654.3,7.1,231,289,392,
2018,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,6057,3398,2659,0.55,678.38,290.73,969.1,7.5,231,289,392,
2019,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,6194,3413,2781,0.54,674.39,289.02,963.4,7.8,231,289,392,
2020,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,6219,3376,2843,0.53,658.51,282.22,940.7,7.9,231,289,392,
2021,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,6240,3346,2894,0.51,627.93,269.11,897.1,8.2,231,289,392,
2015,130801,SIERRA,LA LIBERTAD,PATAZ,TAYABAMBA,14586,3741,10845,0.29,396.03,169.73,565.8,7,231,289,392,
2016,130801,SIERRA,LA LIBERTAD,PATAZ,TAYABAMBA,14753,3785,10968,0.3,408.58,175.11,583.7,7,231,289,392,
2017,130801,SIERRA,LA LIBERTAD,PATAZ,TAYABAMBA,14921,3828,11093,0.3,413.23,177.1,590.3,7.1,231,289,392,
2018,130801,SIERRA,LA LIBERTAD,PATAZ,TAYABAMBA,13588,4172,9416,0.3,456.86,195.8,652.7,7.5,231,289,392,
2019,130801,SIERRA,LA LIBERTAD,PATAZ,TAYABAMBA,13871,4075,9796,0.37,550.33,235.86,786.2,7.8,231,289,392,
2020,130801,SIERRA,LA LIBERTAD,PATAZ,TAYABAMBA,13862,3935,9927,0.37,531.42,227.75,759.2,7.9,231,289,392,
2021,130801,SIERRA,LA LIBERTAD,PATAZ,TAYABAMBA,13855,3823,10032,0.49,683.74,293.03,976.8,8.2,231,289,392,
2014,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,446,296,150,0.45,48.5,20.79,69.3,6.9,231,289,392,
2015,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,428,284,144,0.43,44.34,19,63.3,7,231,289,392,
2016,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,413,274,139,0.43,42.8,18.34,61.2,7,231,289,392,
2017,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,399,265,134,0.43,41.4,17.74,59.1,7.1,231,289,392,
2018,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,534,404,130,0.42,61.98,26.56,88.5,7.5,231,289,392,
2019,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,496,367,129,0.44,58.63,25.13,83.8,7.8,231,289,392,
2020,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,490,360,130,0.44,57.4,24.6,82,7.9,231,289,392,
2021,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,486,355,131,0.44,57.01,24.43,81.5,8.2,231,289,392,
2015,130812,SIERRA,LA LIBERTAD,PATAZ,TAURIJA,3004,1086,1918,0.43,169.61,72.69,242.3,7,231,289,392,
2016,130812,SIERRA,LA LIBERTAD,PATAZ,TAURIJA,3017,1091,1926,0.43,170.44,73.04,243.5,7,231,289,392,
2017,130812,SIERRA,LA LIBERTAD,PATAZ,TAURIJA,3031,1096,1935,0.43,171.22,73.38,244.6,7.1,231,289,392,
2018,130812,SIERRA,LA LIBERTAD,PATAZ,TAURIJA,2969,975,1994,0.42,149.53,64.08,213.6,7.5,231,289,392,
2019,130812,SIERRA,LA LIBERTAD,PATAZ,TAURIJA,3033,955,2078,0.44,152.56,65.38,218,7.8,231,289,392,
2020,130812,SIERRA,LA LIBERTAD,PATAZ,TAURIJA,3032,923,2109,0.44,147.16,63.07,210.2,7.9,231,289,392,
2021,130812,SIERRA,LA LIBERTAD,PATAZ,TAURIJA,3031,898,2133,0.44,144.22,61.81,206,8.2,231,289,392,
2014,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,326,173,153,0.45,28.37,12.16,40.5,6.9,231,289,392,
2015,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,323,171,152,0.43,26.77,11.47,38.3,7,231,289,392,
2016,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,320,170,150,0.43,26.56,11.38,37.9,7,231,289,392,
2017,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,314,167,147,0.43,26.09,11.18,37.3,7.1,231,289,392,
2018,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,327,239,87,0.42,36.71,15.73,52.4,7.5,231,289,392,
2019,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,315,228,87,0.44,36.42,15.61,52,7.8,231,289,392,
2020,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,313,224,89,0.44,35.71,15.31,51,7.9,231,289,392,
2021,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,311,220,91,0.2,16.06,6.88,22.9,8.2,231,289,392,
2014,21511,SIERRA,ANCASH,PALLASCA,TAUCA,3197,1436,1761,0.45,235.42,100.9,336.3,6.9,231,289,392,
2015,21511,SIERRA,ANCASH,PALLASCA,TAUCA,3172,1424,1748,0.43,222.51,95.36,317.9,7,231,289,392,
2016,21511,SIERRA,ANCASH,PALLASCA,TAUCA,3164,1421,1743,0.43,221.99,95.14,317.1,7,231,289,392,
2017,21511,SIERRA,ANCASH,PALLASCA,TAUCA,3155,1417,1738,0.43,221.36,94.87,316.2,7.1,231,289,392,
2018,21511,SIERRA,ANCASH,PALLASCA,TAUCA,2815,1355,1461,0.42,207.67,89,296.7,7.5,231,289,392,
2019,21511,SIERRA,ANCASH,PALLASCA,TAUCA,2835,1341,1494,0.44,214.23,91.81,306,7.8,231,289,392,
2020,21511,SIERRA,ANCASH,PALLASCA,TAUCA,2800,1304,1496,0.2,95.19,40.8,136,7.9,231,289,392,
2021,21511,SIERRA,ANCASH,PALLASCA,TAUCA,2754,1264,1490,0.2,92.27,39.55,131.8,8.2,231,289,392,
2015,110113,COSTA,ICA,ICA,TATE,4574,4160,414,0.37,561.84,240.79,802.6,7,231,289,392,
2016,110113,COSTA,ICA,ICA,TATE,4625,4207,418,0.37,565.08,242.18,807.3,7,231,289,392,
2017,110113,COSTA,ICA,ICA,TATE,4675,4253,422,0.46,714.08,306.03,1020.1,7.1,231,289,392,
2018,110113,COSTA,ICA,ICA,TATE,4903,4666,238,0.46,783.37,335.73,1119.1,7.5,231,289,392,
2019,110113,COSTA,ICA,ICA,TATE,5085,4836,249,0.58,1030.87,441.8,1472.7,7.8,231,289,392,
2020,110113,COSTA,ICA,ICA,TATE,5184,4927,257,0.58,1050.27,450.12,1500.4,7.9,231,289,392,
2021,110113,COSTA,ICA,ICA,TATE,5295,5029,266,0.38,697.52,298.94,996.5,8.2,231,289,392,
2014,230407,SIERRA,TACNA,TARATA,TARUCACHI,418,401,17,0.45,65.71,28.16,93.9,6.9,231,289,392,
2015,230407,SIERRA,TACNA,TARATA,TARUCACHI,410,393,17,0.43,61.39,26.31,87.7,7,231,289,392,
2016,230407,SIERRA,TACNA,TARATA,TARUCACHI,409,393,16,0.43,61.39,26.31,87.7,7,231,289,392,
2017,230407,SIERRA,TACNA,TARATA,TARUCACHI,407,391,16,0.43,61.08,26.18,87.3,7.1,231,289,392,
2018,230407,SIERRA,TACNA,TARATA,TARUCACHI,325,305,20,0.42,46.72,20.02,66.8,7.5,231,289,392,
2019,230407,SIERRA,TACNA,TARATA,TARUCACHI,322,301,21,0.32,35.16,15.07,50.2,7.8,231,289,392,
2020,230407,SIERRA,TACNA,TARATA,TARUCACHI,312,292,20,0.32,34.11,14.62,48.7,7.9,231,289,392,
2021,230407,SIERRA,TACNA,TARATA,TARUCACHI,309,289,20,0.34,35.86,15.37,51.2,8.2,231,289,392,
2015,120701,SIERRA,JUNIN,TARMA,TARMA,46281,39827,6454,0.55,7995.2,3426.52,11421.7,7,231,289,392,
2016,120701,SIERRA,JUNIN,TARMA,TARMA,46042,39621,6421,0.67,9689.32,4152.56,13841.9,7,231,289,392,
2017,120701,SIERRA,JUNIN,TARMA,TARMA,45803,45803,0,0.67,11201.12,4800.48,16001.6,7.1,231,289,392,
2018,120701,SIERRA,JUNIN,TARMA,TARMA,50310,45157,5153,0.47,7779.7,3334.16,11113.9,7.5,231,289,392,
2019,120701,SIERRA,JUNIN,TARMA,TARMA,50739,45348,5391,0.54,8938.09,3830.61,12768.7,7.8,231,289,392,
2020,120701,SIERRA,JUNIN,TARMA,TARMA,50544,44999,5545,0.54,8869.3,3801.13,12670.4,7.9,231,289,392,
2021,120701,SIERRA,JUNIN,TARMA,TARMA,50198,44510,5688,0.69,11209.84,4804.22,16014.1,8.2,231,289,392,
2014,20112,SIERRA,ANCASH,HUARAZ,TARICA,5805,1636,4169,0.38,226.89,97.24,324.1,6.9,231,289,392,
2015,20112,SIERRA,ANCASH,HUARAZ,TARICA,5837,1645,4192,0.38,228.14,97.77,325.9,7,231,289,392,
2016,20112,SIERRA,ANCASH,HUARAZ,TARICA,5873,1655,4218,0.25,151.02,64.72,215.7,7,231,289,392,
2017,20112,SIERRA,ANCASH,HUARAZ,TARICA,5907,1665,4242,0.25,151.93,65.11,217,7.1,231,289,392,
2018,20112,SIERRA,ANCASH,HUARAZ,TARICA,7115,2027,5087,0.25,184.99,79.28,264.3,7.5,231,289,392,
2019,20112,SIERRA,ANCASH,HUARAZ,TARICA,7337,2007,5330,0.25,183.14,78.49,261.6,7.8,231,289,392,
2020,20112,SIERRA,ANCASH,HUARAZ,TARICA,7529,1995,5534,0.25,182.04,78.02,260.1,7.9,231,289,392,
2021,20112,SIERRA,ANCASH,HUARAZ,TARICA,7695,1980,5715,0.44,317.99,136.28,454.3,8.2,231,289,392,
2015,80407,SIERRA,CUSCO,CALCA,TARAY,4728,541,4187,0.43,84.49,36.21,120.7,7,231,289,392,
2016,80407,SIERRA,CUSCO,CALCA,TARAY,4724,541,4183,0.43,84.52,36.22,120.7,7,231,289,392,
2017,80407,SIERRA,CUSCO,CALCA,TARAY,4720,540,4180,0.43,84.36,36.15,120.5,7.1,231,289,392,
2018,80407,SIERRA,CUSCO,CALCA,TARAY,4791,2203,2588,0.42,337.75,144.75,482.5,7.5,231,289,392,
2019,80407,SIERRA,CUSCO,CALCA,TARAY,4832,2165,2667,0.44,345.86,148.23,494.1,7.8,231,289,392,
2020,80407,SIERRA,CUSCO,CALCA,TARAY,4880,2141,2739,0.44,341.34,146.29,487.6,7.9,231,289,392,
2021,80407,SIERRA,CUSCO,CALCA,TARAY,4911,2118,2793,0.44,340.15,145.78,485.9,8.2,231,289,392,
2014,230401,SIERRA,TACNA,TARATA,TARATA,3338,2653,685,0.45,435.08,186.46,621.6,6.9,231,289,392,
2015,230401,SIERRA,TACNA,TARATA,TARATA,3252,2585,667,0.43,403.79,173.05,576.8,7,231,289,392,
2016,230401,SIERRA,TACNA,TARATA,TARATA,3221,2561,660,0.27,253.32,108.57,361.9,7,231,289,392,
2017,230401,SIERRA,TACNA,TARATA,TARATA,3196,2541,655,0.27,251.34,107.72,359.1,7.1,231,289,392,
2018,230401,SIERRA,TACNA,TARATA,TARATA,3739,2863,876,0.27,283.19,121.37,404.6,7.5,231,289,392,
2019,230401,SIERRA,TACNA,TARATA,TARATA,3593,2718,875,0.27,268.85,115.22,384.1,7.8,231,289,392,
2020,230401,SIERRA,TACNA,TARATA,TARATA,3585,2705,880,0.27,267.57,114.67,382.2,7.9,231,289,392,
2021,230401,SIERRA,TACNA,TARATA,TARATA,3583,2693,890,0.25,245.74,105.32,351.1,8.2,231,289,392,
2014,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,72846,72351,495,0.6,15844.89,6790.67,22635.6,6.9,231,289,392,
2015,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,73015,72519,496,0.48,12705.32,5445.14,18150.5,7,231,289,392,
2016,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,73875,73374,501,0.53,14194.2,6083.23,20277.4,7,231,289,392,
2017,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,74723,74216,507,0.53,14357.09,6153.04,20510.1,7.1,231,289,392,
2018,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,81308,80641,666,0.53,15600,6685.72,22285.7,7.5,231,289,392,
2019,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,81787,81100,687,0.63,18648.95,7992.41,26641.4,7.8,231,289,392,
2020,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,82900,82188,712,0.63,18899.13,8099.63,26998.8,7.9,231,289,392,
2021,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,83892,83157,735,0.66,20032.52,8585.37,28617.9,8.2,231,289,392,
2014,210607,SIERRA,PUNO,HUANCANE,TARACO,14183,1342,12841,0.45,220.1,94.33,314.4,6.9,231,289,392,
2015,210607,SIERRA,PUNO,HUANCANE,TARACO,14014,1326,12688,0.17,82.29,35.27,117.6,7,231,289,392,
2016,210607,SIERRA,PUNO,HUANCANE,TARACO,14182,1343,12839,0.19,93.14,39.92,133.1,7,231,289,392,
2017,210607,SIERRA,PUNO,HUANCANE,TARACO,14343,1358,12985,0.17,84.26,36.11,120.4,7.1,231,289,392,
2018,210607,SIERRA,PUNO,HUANCANE,TARACO,13479,1842,11637,0.17,114.27,48.97,163.3,7.5,231,289,392,
2019,210607,SIERRA,PUNO,HUANCANE,TARACO,13636,1779,11857,0.17,110.39,47.31,157.7,7.8,231,289,392,
2020,210607,SIERRA,PUNO,HUANCANE,TARACO,13536,1705,11831,0.17,105.8,45.34,151.1,7.9,231,289,392,
2021,210607,SIERRA,PUNO,HUANCANE,TARACO,13451,1650,11801,0.44,264.99,113.57,378.6,8.2,231,289,392,
2014,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,4328,3837,491,0.43,602.23,258.1,860.3,6.9,231,289,392,
2015,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,4360,3865,495,0.25,352.72,151.17,503.9,7,231,289,392,
2016,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,4434,3932,502,0.16,226.35,97.01,323.4,7,231,289,392,
2017,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,4506,3995,511,0.19,277.05,118.74,395.8,7.1,231,289,392,
2018,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,2346,2194,153,0.42,336.3,144.13,480.4,7.5,231,289,392,
2019,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,2288,2151,137,0.32,251.24,107.67,358.9,7.8,231,289,392,
2020,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,2180,2055,125,0.32,240.02,102.87,342.9,7.9,231,289,392,
2021,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,2065,1951,114,0.34,242.12,103.77,345.9,8.2,231,289,392,
2015,120709,SIERRA,JUNIN,TARMA,TAPO,5988,1072,4916,0.43,168.31,72.13,240.4,7,231,289,392,
2016,120709,SIERRA,JUNIN,TARMA,TAPO,6009,1077,4932,0.43,169.04,72.44,241.5,7,231,289,392,
2017,120709,SIERRA,JUNIN,TARMA,TAPO,6030,1080,4950,0.43,169.51,72.65,242.2,7.1,231,289,392,
2018,120709,SIERRA,JUNIN,TARMA,TAPO,4590,853,3737,0.43,133.89,57.38,191.3,7.5,231,289,392,
2019,120709,SIERRA,JUNIN,TARMA,TAPO,4583,824,3759,0.43,129.33,55.43,184.8,7.8,231,289,392,
2020,120709,SIERRA,JUNIN,TARMA,TAPO,4470,780,3690,0.43,122.42,52.47,174.9,7.9,231,289,392,
2021,120709,SIERRA,JUNIN,TARMA,TAPO,4349,736,3613,0.44,118.2,50.66,168.9,8.2,231,289,392,
2014,160509,SELVA,LORETO,REQUENA,TAPICHE,1200,599,601,0.61,133.07,57.03,190.1,6.9,231,289,392,
2015,160509,SELVA,LORETO,REQUENA,TAPICHE,1211,604,607,0.58,127.5,54.64,182.1,7,231,289,392,
2016,160509,SELVA,LORETO,REQUENA,TAPICHE,1223,611,612,0.58,128.9,55.24,184.2,7,231,289,392,
2017,160509,SELVA,LORETO,REQUENA,TAPICHE,1234,616,618,0.58,129.96,55.7,185.7,7.1,231,289,392,
2018,160509,SELVA,LORETO,REQUENA,TAPICHE,944,513,430,0.55,102.45,43.91,146.4,7.5,231,289,392,
2019,160509,SELVA,LORETO,REQUENA,TAPICHE,959,516,443,0.54,101.96,43.7,145.7,7.8,231,289,392,
2020,160509,SELVA,LORETO,REQUENA,TAPICHE,952,508,444,0.53,99.09,42.47,141.6,7.9,231,289,392,
2021,160509,SELVA,LORETO,REQUENA,TAPICHE,944,498,446,0.51,93.46,40.05,133.5,8.2,231,289,392,
2014,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,562,101,461,0.45,16.62,7.12,23.7,6.9,231,289,392,
2015,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,545,98,447,0.43,15.35,6.58,21.9,7,231,289,392,
2016,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,531,96,435,0.43,15,6.43,21.4,7,231,289,392,
2017,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,517,94,423,0.43,14.68,6.29,21,7.1,231,289,392,
2018,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,814,70,743,0.42,10.77,4.62,15.4,7.5,231,289,392,
2019,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,799,66,733,0.44,10.54,4.52,15.1,7.8,231,289,392,
2020,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,817,66,751,0.44,10.52,4.51,15,7.9,231,289,392,
2021,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,844,67,777,0.44,10.76,4.61,15.4,8.2,231,289,392,
2014,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,2270,296,1974,0.45,48.56,20.81,69.4,6.9,231,289,392,
2015,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,2259,295,1964,0.43,46.04,19.73,65.8,7,231,289,392,
2016,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,2250,294,1956,0.43,45.93,19.68,65.6,7,231,289,392,
2017,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,2243,293,1950,0.43,45.77,19.62,65.4,7.1,231,289,392,
2018,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,1916,221,1695,0.42,33.82,14.49,48.3,7.5,231,289,392,
2019,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,1926,215,1711,0.44,34.35,14.72,49.1,7.8,231,289,392,
2020,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,1901,205,1696,0.44,32.68,14.01,46.7,7.9,231,289,392,
2021,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,1867,196,1671,0.44,31.48,13.49,45,8.2,231,289,392,
2014,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,473,281,192,0.45,46.1,19.76,65.9,6.9,231,289,392,
2015,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,464,276,188,0.43,43.08,18.46,61.5,7,231,289,392,
2016,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,457,272,185,0.43,42.49,18.21,60.7,7,231,289,392,
2017,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,450,268,182,0.43,41.87,17.94,59.8,7.1,231,289,392,
2018,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,439,295,144,0.42,45.27,19.4,64.7,7.5,231,289,392,
2019,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,440,292,148,0.44,46.65,19.99,66.6,7.8,231,289,392,
2020,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,432,283,149,0.44,45.12,19.34,64.5,7.9,231,289,392,
2021,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,423,274,149,0.44,44,18.86,62.9,8.2,231,289,392,
2015,60507,SIERRA,CAJAMARCA,CONTUMAZA,TANTARICA,3247,1756,1491,0.43,274.29,117.55,391.9,7,231,289,392,
2016,60507,SIERRA,CAJAMARCA,CONTUMAZA,TANTARICA,3274,1771,1503,0.43,276.67,118.57,395.2,7,231,289,392,
2017,60507,SIERRA,CAJAMARCA,CONTUMAZA,TANTARICA,3297,1783,1514,0.43,278.54,119.37,397.9,7.1,231,289,392,
2018,60507,SIERRA,CAJAMARCA,CONTUMAZA,TANTARICA,2602,1660,942,0.42,254.5,109.07,363.6,7.5,231,289,392,
2019,60507,SIERRA,CAJAMARCA,CONTUMAZA,TANTARICA,2643,1673,970,0.44,267.26,114.54,381.8,7.8,231,289,392,
2020,60507,SIERRA,CAJAMARCA,CONTUMAZA,TANTARICA,2650,1666,984,0.44,265.61,113.83,379.5,7.9,231,289,392,
2021,60507,SIERRA,CAJAMARCA,CONTUMAZA,TANTARICA,2651,1657,994,0.44,266.11,114.05,380.2,8.2,231,289,392,
2015,90412,SIERRA,HUANCAVELICA,CASTROVIRREYNA,TANTARA,722,376,346,0.43,58.71,25.16,83.9,7,231,289,392,
2016,90412,SIERRA,HUANCAVELICA,CASTROVIRREYNA,TANTARA,717,374,343,0.43,58.43,25.04,83.5,7,231,289,392,
2017,90412,SIERRA,HUANCAVELICA,CASTROVIRREYNA,TANTARA,712,371,341,0.43,57.96,24.84,82.8,7.1,231,289,392,
2018,90412,SIERRA,HUANCAVELICA,CASTROVIRREYNA,TANTARA,672,354,318,0.42,54.24,23.25,77.5,7.5,231,289,392,
2019,90412,SIERRA,HUANCAVELICA,CASTROVIRREYNA,TANTARA,699,364,335,0.44,58.15,24.92,83.1,7.8,231,289,392,
2020,90412,SIERRA,HUANCAVELICA,CASTROVIRREYNA,TANTARA,691,356,335,0.44,56.76,24.32,81.1,7.9,231,289,392,
2021,90412,SIERRA,HUANCAVELICA,CASTROVIRREYNA,TANTARA,680,347,333,0.44,55.73,23.88,79.6,8.2,231,289,392,
2015,100511,SIERRA,HUANUCO,HUAMALIES,TANTAMAYO,3002,332,2670,0.43,51.8,22.2,74,7,231,289,392,
2016,100511,SIERRA,HUANUCO,HUAMALIES,TANTAMAYO,3010,333,2677,0.43,52.02,22.29,74.3,7,231,289,392,
2017,100511,SIERRA,HUANUCO,HUAMALIES,TANTAMAYO,3017,334,2683,0.43,52.18,22.36,74.5,7.1,231,289,392,
2018,100511,SIERRA,HUANUCO,HUAMALIES,TANTAMAYO,1801,216,1584,0.42,33.18,14.22,47.4,7.5,231,289,392,
2019,100511,SIERRA,HUANUCO,HUAMALIES,TANTAMAYO,1755,205,1550,0.44,32.75,14.04,46.8,7.8,231,289,392,
2020,100511,SIERRA,HUANUCO,HUAMALIES,TANTAMAYO,1678,191,1487,0.44,30.45,13.05,43.5,7.9,231,289,392,
2021,100511,SIERRA,HUANUCO,HUAMALIES,TANTAMAYO,1597,178,1419,0.44,28.59,12.25,40.8,8.2,231,289,392,
2014,151028,SIERRA,LIMA,YAUYOS,TANTA,508,456,52,0.45,74.81,32.06,106.9,6.9,231,289,392,
2015,151028,SIERRA,LIMA,YAUYOS,TANTA,505,453,52,0.43,70.84,30.36,101.2,7,231,289,392,
2016,151028,SIERRA,LIMA,YAUYOS,TANTA,502,451,51,0.43,70.46,30.2,100.7,7,231,289,392,
2017,151028,SIERRA,LIMA,YAUYOS,TANTA,496,446,50,0.43,69.67,29.86,99.5,7.1,231,289,392,
2018,151028,SIERRA,LIMA,YAUYOS,TANTA,537,522,15,0.42,80.02,34.29,114.3,7.5,231,289,392,
2019,151028,SIERRA,LIMA,YAUYOS,TANTA,502,487,15,0.44,77.8,33.34,111.1,7.8,231,289,392,
2020,151028,SIERRA,LIMA,YAUYOS,TANTA,503,487,16,0.44,77.64,33.28,110.9,7.9,231,289,392,
2021,151028,SIERRA,LIMA,YAUYOS,TANTA,504,488,16,0.71,126.47,54.2,180.7,8.2,231,289,392,
2014,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,9628,7330,2298,0.47,1264.29,541.84,1806.1,6.9,231,289,392,
2015,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,9884,7525,2359,0.53,1455.69,623.87,2079.6,7,231,289,392,
2016,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,9870,7515,2355,0.53,1453.78,623.05,2076.8,7,231,289,392,
2017,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,9856,7504,2352,0.53,1451.65,622.14,2073.8,7.1,231,289,392,
2018,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,11590,9682,1908,0.53,1873.02,802.72,2675.7,7.5,231,289,392,
2019,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,11959,9847,2112,0.6,2156.49,924.21,3080.7,7.8,231,289,392,
