PERIODO,UBIGEO,REG_NAT,DEPARTAMENTO,PROVINCIA,DISTRITO,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN,MTN_QRESIDUOS_MUN,GRS_MTN_AMERICAYCARIBE,GRS_MTN_AMERICADEL NORTE,GRS_MTN_EUROPAYASIACENTRAL,G_ROV
2017,210505,SIERRA,PUNO,EL COLLAO,CONDURIRI,4453,500,3953,0.43,78.11,33.48,111.6,7.1,231,289,392,
2018,210505,SIERRA,PUNO,EL COLLAO,CONDURIRI,2568,602,1967,0.42,92.26,39.54,131.8,7.5,231,289,392,
2019,210505,SIERRA,PUNO,EL COLLAO,CONDURIRI,2535,569,1966,0.44,90.9,38.96,129.9,7.8,231,289,392,
2020,210505,SIERRA,PUNO,EL COLLAO,CONDURIRI,2419,526,1893,0.8,153.59,65.83,219.4,7.9,231,289,392,
2021,210505,SIERRA,PUNO,EL COLLAO,CONDURIRI,2315,490,1825,0.8,143.08,61.32,204.4,8.2,231,289,392,
2015,80802,SIERRA,CUSCO,ESPINAR,CONDOROMA,1400,552,848,0.43,86.18,36.93,123.1,7,231,289,392,
2016,80802,SIERRA,CUSCO,ESPINAR,CONDOROMA,1412,557,855,0.43,87.01,37.29,124.3,7,231,289,392,
2017,80802,SIERRA,CUSCO,ESPINAR,CONDOROMA,1423,561,862,0.43,87.64,37.56,125.2,7.1,231,289,392,
2018,80802,SIERRA,CUSCO,ESPINAR,CONDOROMA,910,517,393,0.42,79.32,33.99,113.3,7.5,231,289,392,
2019,80802,SIERRA,CUSCO,ESPINAR,CONDOROMA,896,472,424,0.44,75.4,32.32,107.7,7.8,231,289,392,
2020,80802,SIERRA,CUSCO,ESPINAR,CONDOROMA,872,434,438,0.44,69.19,29.65,98.9,7.9,231,289,392,
2021,80802,SIERRA,CUSCO,ESPINAR,CONDOROMA,854,404,450,0.44,64.88,27.81,92.7,8.2,231,289,392,
2015,130303,SIERRA,LA LIBERTAD,BOLIVAR,CONDORMARCA,2063,292,1771,0.43,45.54,19.52,65.1,7,231,289,392,
2016,130303,SIERRA,LA LIBERTAD,BOLIVAR,CONDORMARCA,2044,289,1755,0.43,45.15,19.35,64.5,7,231,289,392,
2017,130303,SIERRA,LA LIBERTAD,BOLIVAR,CONDORMARCA,2023,286,1737,0.43,44.68,19.15,63.8,7.1,231,289,392,
2018,130303,SIERRA,LA LIBERTAD,BOLIVAR,CONDORMARCA,2103,382,1721,0.42,58.62,25.12,83.7,7.5,231,289,392,
2019,130303,SIERRA,LA LIBERTAD,BOLIVAR,CONDORMARCA,2148,371,1777,0.42,56.92,24.4,81.3,7.8,231,289,392,
2020,130303,SIERRA,LA LIBERTAD,BOLIVAR,CONDORMARCA,2143,356,1787,0.42,54.63,23.41,78,7.9,231,289,392,
2021,130303,SIERRA,LA LIBERTAD,BOLIVAR,CONDORMARCA,2140,344,1796,0.44,55.25,23.68,78.9,8.2,231,289,392,
2015,60203,SIERRA,CAJAMARCA,CAJABAMBA,CONDEBAMBA,13954,674,13280,0.43,105.31,45.13,150.4,7,231,289,392,
2016,60203,SIERRA,CAJAMARCA,CAJABAMBA,CONDEBAMBA,13968,675,13293,0.43,105.45,45.19,150.6,7,231,289,392,
2017,60203,SIERRA,CAJAMARCA,CAJABAMBA,CONDEBAMBA,13980,676,13304,0.43,105.6,45.26,150.9,7.1,231,289,392,
2018,60203,SIERRA,CAJAMARCA,CAJABAMBA,CONDEBAMBA,14845,1266,13579,0.4,185.73,79.6,265.3,7.5,231,289,392,
2019,60203,SIERRA,CAJAMARCA,CAJABAMBA,CONDEBAMBA,15143,1249,13894,0.4,183.27,78.54,261.8,7.8,231,289,392,
2020,60203,SIERRA,CAJAMARCA,CAJABAMBA,CONDEBAMBA,15319,1228,14091,0.42,188.43,80.76,269.2,7.9,231,289,392,
2021,60203,SIERRA,CAJAMARCA,CAJABAMBA,CONDEBAMBA,15434,1210,14224,0.44,194.33,83.28,277.6,8.2,231,289,392,
2014,21503,SIERRA,ANCASH,PALLASCA,CONCHUCOS,8357,4618,3739,0.45,757.37,324.59,1082,6.9,231,289,392,
2015,21503,SIERRA,ANCASH,PALLASCA,CONCHUCOS,8359,4619,3740,0.43,729.59,312.68,1042.3,7,231,289,392,
2016,21503,SIERRA,ANCASH,PALLASCA,CONCHUCOS,8388,4636,3752,0.5,846.07,362.6,1208.7,7,231,289,392,
2017,21503,SIERRA,ANCASH,PALLASCA,CONCHUCOS,8417,4652,3765,0.5,848.99,363.85,1212.8,7.1,231,289,392,
2018,21503,SIERRA,ANCASH,PALLASCA,CONCHUCOS,7779,4410,3369,0.5,804.81,344.92,1149.7,7.5,231,289,392,
2019,21503,SIERRA,ANCASH,PALLASCA,CONCHUCOS,7877,4401,3476,0.54,867.44,371.76,1239.2,7.8,231,289,392,
2020,21503,SIERRA,ANCASH,PALLASCA,CONCHUCOS,7850,4333,3517,0.55,869.85,372.79,1242.6,7.9,231,289,392,
2021,21503,SIERRA,ANCASH,PALLASCA,CONCHUCOS,7793,4247,3546,0.55,852.59,365.39,1218,8.2,231,289,392,
2015,60408,SIERRA,CAJAMARCA,CHOTA,CONCHAN,7015,455,6560,0.43,71.09,30.47,101.6,7,231,289,392,
2016,60408,SIERRA,CAJAMARCA,CHOTA,CONCHAN,7032,457,6575,0.43,71.39,30.6,102,7,231,289,392,
2017,60408,SIERRA,CAJAMARCA,CHOTA,CONCHAN,7047,458,6589,0.43,71.55,30.66,102.2,7.1,231,289,392,
2018,60408,SIERRA,CAJAMARCA,CHOTA,CONCHAN,5938,513,5425,0.42,78.63,33.7,112.3,7.5,231,289,392,
2019,60408,SIERRA,CAJAMARCA,CHOTA,CONCHAN,5986,503,5483,0.44,80.36,34.44,114.8,7.8,231,289,392,
2020,60408,SIERRA,CAJAMARCA,CHOTA,CONCHAN,5944,488,5456,0.44,77.8,33.34,111.2,7.9,231,289,392,
2021,60408,SIERRA,CAJAMARCA,CHOTA,CONCHAN,5911,476,5435,0.44,76.45,32.76,109.2,8.2,231,289,392,
2015,100204,SIERRA,HUANUCO,AMBO,CONCHAMARCA,6822,1397,5425,0.43,218.18,93.5,311.7,7,231,289,392,
2016,100204,SIERRA,HUANUCO,AMBO,CONCHAMARCA,6883,1410,5473,0.43,220.27,94.4,314.7,7,231,289,392,
2017,100204,SIERRA,HUANUCO,AMBO,CONCHAMARCA,6898,1413,5485,0.43,220.74,94.6,315.3,7.1,231,289,392,
2018,100204,SIERRA,HUANUCO,AMBO,CONCHAMARCA,4612,917,3695,0.42,140.65,60.28,200.9,7.5,231,289,392,
2019,100204,SIERRA,HUANUCO,AMBO,CONCHAMARCA,4533,858,3675,0.44,137.07,58.74,195.8,7.8,231,289,392,
2020,100204,SIERRA,HUANUCO,AMBO,CONCHAMARCA,4411,806,3605,0.44,128.5,55.07,183.6,7.9,231,289,392,
2021,100204,SIERRA,HUANUCO,AMBO,CONCHAMARCA,4276,754,3522,0.4,110.08,47.18,157.3,8.2,231,289,392,
2014,51104,SIERRA,AYACUCHO,VILCAS HUAMAN,CONCEPCION,3074,389,2685,0.45,63.78,27.33,91.1,6.9,231,289,392,
2014,61202,SIERRA,CAJAMARCA,VILCAS HUAMAN,CONCEPCION,4860,185,4675,0.45,30.29,12.98,43.3,6.9,231,289,392,
2014,81208,SIERRA,CUSCO,VILCAS HUAMAN,CONCEPCION,4020,3224,796,0.45,528.77,226.61,755.4,6.9,231,289,392,
2014,100111,SIERRA,HUANUCO,VILCAS HUAMAN,CONCEPCION,27356,22774,4582,0.45,3728.93,1598.11,5327,6.9,231,289,392,
2014,120114,SIERRA,JUNIN,VILCAS HUAMAN,CONCEPCION,160685,152514,8171,0.56,30907.7,13246.16,44153.9,6.9,231,289,392,
2014,130106,COSTA,LA LIBERTAD,VILCAS HUAMAN,CONCEPCION,35200,26141,9059,0.52,4936.27,2115.54,7051.8,6.9,231,289,392,
2014,150104,COSTA,LIMA,VILCAS HUAMAN,CONCEPCION,30641,30641,0,1.25,13999.3,5999.7,19999,6.9,231,289,392,
2014,150808,SIERRA,LIMA,VILCAS HUAMAN,CONCEPCION,2188,1377,811,0.45,225.76,96.76,322.5,6.9,231,289,392,
2015,51104,SIERRA,AYACUCHO,VILCAS HUAMAN,CONCEPCION,3100,392,2708,0.43,61.27,26.26,87.5,7,231,289,392,
2015,120201,SIERRA,JUNIN,CONCEPCION,CONCEPCION,14756,12739,2017,0.46,2138.8,916.63,3055.4,7,231,289,392,
2016,51104,SIERRA,AYACUCHO,VILCAS HUAMAN,CONCEPCION,3130,396,2734,0.43,61.86,26.51,88.4,7,231,289,392,
2016,120201,SIERRA,JUNIN,CONCEPCION,CONCEPCION,14829,12802,2027,0.23,1074.73,460.6,1535.3,7,231,289,392,
2017,51104,SIERRA,AYACUCHO,VILCAS HUAMAN,CONCEPCION,3160,400,2760,0.43,62.49,26.78,89.3,7.1,231,289,392,
2017,120201,SIERRA,JUNIN,CONCEPCION,CONCEPCION,14903,12866,2037,0.42,1972.36,845.3,2817.7,7.1,231,289,392,
2018,51104,SIERRA,AYACUCHO,VILCAS HUAMAN,CONCEPCION,1671,264,1407,0.42,40.47,17.35,57.8,7.5,231,289,392,
2018,120201,SIERRA,JUNIN,CONCEPCION,CONCEPCION,16326,14859,1467,0.5,2695.58,1155.25,3850.8,7.5,231,289,392,
2019,51104,SIERRA,AYACUCHO,VILCAS HUAMAN,CONCEPCION,1642,253,1389,0.44,40.42,17.32,57.7,7.8,231,289,392,
2019,120201,SIERRA,JUNIN,CONCEPCION,CONCEPCION,16631,15026,1605,0.36,1964.06,841.74,2805.8,7.8,231,289,392,
2020,51104,SIERRA,AYACUCHO,VILCAS HUAMAN,CONCEPCION,1558,236,1322,0.44,37.63,16.13,53.8,7.9,231,289,392,
2020,120201,SIERRA,JUNIN,CONCEPCION,CONCEPCION,16806,15090,1716,0.36,1972.42,845.32,2817.8,7.9,231,289,392,
2021,51104,SIERRA,AYACUCHO,VILCAS HUAMAN,CONCEPCION,1504,224,1280,0.44,35.97,15.42,51.4,8.2,231,289,392,
2021,120201,SIERRA,JUNIN,CONCEPCION,CONCEPCION,16973,15137,1836,0.36,1989,852.43,2841.4,8.2,231,289,392,
2015,90104,SIERRA,HUANCAVELICA,HUANCAVELICA,CONAYCA,1219,651,568,0.43,101.62,43.55,145.2,7,231,289,392,
2016,90104,SIERRA,HUANCAVELICA,HUANCAVELICA,CONAYCA,1212,647,565,0.43,101.07,43.32,144.4,7,231,289,392,
2017,90104,SIERRA,HUANCAVELICA,HUANCAVELICA,CONAYCA,1204,643,561,0.43,100.45,43.05,143.5,7.1,231,289,392,
2018,90104,SIERRA,HUANCAVELICA,HUANCAVELICA,CONAYCA,860,657,202,0.42,100.77,43.19,144,7.5,231,289,392,
2019,90104,SIERRA,HUANCAVELICA,HUANCAVELICA,CONAYCA,879,652,227,0.58,138.98,59.56,198.6,7.8,231,289,392,
2020,90104,SIERRA,HUANCAVELICA,HUANCAVELICA,CONAYCA,848,614,234,0.58,130.88,56.09,187,7.9,231,289,392,
2021,90104,SIERRA,HUANCAVELICA,HUANCAVELICA,CONAYCA,827,584,243,0.42,89.53,38.37,127.9,8.2,231,289,392,
2015,80603,SIERRA,CUSCO,CANCHIS,COMBAPATA,5394,2055,3339,0.37,277.58,118.96,396.6,7,231,289,392,
2016,80603,SIERRA,CUSCO,CANCHIS,COMBAPATA,5398,2057,3341,0.41,311.55,133.52,445.1,7,231,289,392,
2017,80603,SIERRA,CUSCO,CANCHIS,COMBAPATA,5403,2059,3344,0.41,311.75,133.61,445.4,7.1,231,289,392,
2018,80603,SIERRA,CUSCO,CANCHIS,COMBAPATA,5031,2248,2783,1.48,1214.39,520.45,1734.9,7.5,231,289,392,
2019,80603,SIERRA,CUSCO,CANCHIS,COMBAPATA,5038,2183,2855,1.48,1179.26,505.4,1684.7,7.8,231,289,392,
2020,80603,SIERRA,CUSCO,CANCHIS,COMBAPATA,5026,2125,2901,1.48,1147.93,491.97,1639.9,7.9,231,289,392,
2021,80603,SIERRA,CUSCO,CANCHIS,COMBAPATA,5017,2080,2937,0.44,334.05,143.16,477.2,8.2,231,289,392,
2015,120206,SIERRA,JUNIN,CONCEPCION,COMAS,6258,776,5482,0.43,121.18,51.94,173.1,7,231,289,392,
2015,150110,COSTA,LIMA,LIMA,COMAS,524894,524894,0,0.58,112044.1,48018.9,160063,7,231,289,392,
2016,120206,SIERRA,JUNIN,CONCEPCION,COMAS,6144,762,5382,0.43,119.04,51.02,170.1,7,231,289,392,
2016,150110,COSTA,LIMA,LIMA,COMAS,531027,531027,0,0.58,111449.29,47763.98,159213.3,7,231,289,392,
2017,120206,SIERRA,JUNIN,CONCEPCION,COMAS,6030,748,5282,0.49,133.78,57.33,191.1,7.1,231,289,392,
2017,150110,COSTA,LIMA,LIMA,COMAS,537263,537263,0,0.58,112758.07,48324.89,161083,7.1,231,289,392,
2018,120206,SIERRA,JUNIN,CONCEPCION,COMAS,5586,998,4588,0.42,153,65.57,218.6,7.5,231,289,392,
2018,150110,COSTA,LIMA,LIMA,COMAS,559866,559866,0,0.58,117501.78,50357.91,167859.7,7.5,231,289,392,
2019,120206,SIERRA,JUNIN,CONCEPCION,COMAS,5547,930,4617,0.44,148.57,63.67,212.2,7.8,231,289,392,
2019,150110,COSTA,LIMA,LIMA,COMAS,566314,566314,0,0.52,107486.4,46065.6,153552,7.8,231,289,392,
2020,120206,SIERRA,JUNIN,CONCEPCION,COMAS,5369,853,4516,0.44,136,58.28,194.3,7.9,231,289,392,
2020,150110,COSTA,LIMA,LIMA,COMAS,573884,573884,0,0.52,108923.18,46681.36,155604.6,7.9,231,289,392,
2021,120206,SIERRA,JUNIN,CONCEPCION,COMAS,5187,782,4405,0.44,125.59,53.82,179.4,8.2,231,289,392,
2021,150110,COSTA,LIMA,LIMA,COMAS,581036,581036,0,0.78,165420.95,70894.69,236315.6,8.2,231,289,392,
2014,20803,COSTA,ANCASH,CASMA,COMANDANTE NOEL,2065,996,1069,0.46,168.68,72.29,241,6.9,231,289,392,
2015,20803,COSTA,ANCASH,CASMA,COMANDANTE NOEL,2058,993,1065,0.47,168.9,72.38,241.3,7,231,289,392,
2016,20803,COSTA,ANCASH,CASMA,COMANDANTE NOEL,2046,988,1058,0.47,168.05,72.02,240.1,7,231,289,392,
2017,20803,COSTA,ANCASH,CASMA,COMANDANTE NOEL,2034,982,1052,0.47,167.03,71.58,238.6,7.1,231,289,392,
2018,20803,COSTA,ANCASH,CASMA,COMANDANTE NOEL,2257,1651,605,0.46,277.28,118.84,396.1,7.5,231,289,392,
2019,20803,COSTA,ANCASH,CASMA,COMANDANTE NOEL,2313,1667,646,0.5,304.01,130.29,434.3,7.8,231,289,392,
2020,20803,COSTA,ANCASH,CASMA,COMANDANTE NOEL,2340,1665,675,0.5,302.77,129.76,432.5,7.9,231,289,392,
2021,20803,COSTA,ANCASH,CASMA,COMANDANTE NOEL,2360,1659,701,0.49,295.67,126.72,422.4,8.2,231,289,392,
2014,50802,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,1091,444,647,0.45,72.73,31.17,103.9,6.9,231,289,392,
2014,60806,SIERRA,CAJAMARCA,PAUCAR DEL SARA SARA,COLTA,4132,740,3392,0.45,121.36,52.01,173.4,6.9,231,289,392,
2014,80808,SIERRA,CUSCO,PAUCAR DEL SARA SARA,COLTA,3082,300,2782,0.45,49.27,21.11,70.4,6.9,231,289,392,
2014,90610,SIERRA,HUANCAVELICA,PAUCAR DEL SARA SARA,COLTA,1665,194,1471,0.45,31.8,13.63,45.4,6.9,231,289,392,
2014,110204,COSTA,ICA,PAUCAR DEL SARA SARA,COLTA,12348,5177,7171,0.33,623.59,267.25,890.8,6.9,231,289,392,
2014,120607,SELVA,JUNIN,PAUCAR DEL SARA SARA,COLTA,28254,1775,26479,0.61,394.37,169.02,563.4,6.9,231,289,392,
2014,140107,COSTA,LAMBAYEQUE,PAUCAR DEL SARA SARA,COLTA,10198,7141,3057,0.46,1208.93,518.11,1727,6.9,231,289,392,
2014,150705,SIERRA,LIMA,PAUCAR DEL SARA SARA,COLTA,7620,4701,2919,0.45,770.89,330.38,1101.3,6.9,231,289,392,
2015,50802,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,1140,463,677,0.43,72.4,31.03,103.4,7,231,289,392,
2016,50802,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,1154,470,684,0.43,73.42,31.47,104.9,7,231,289,392,
2017,50802,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,1167,475,692,0.43,74.2,31.8,106,7.1,231,289,392,
2018,50802,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,470,307,163,0.42,47.07,20.17,67.2,7.5,231,289,392,
2019,50802,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,463,301,162,0.44,48.09,20.61,68.7,7.8,231,289,392,
2020,50802,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,440,284,156,0.44,45.28,19.41,64.7,7.9,231,289,392,
2021,50802,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,417,267,150,0.44,42.88,18.38,61.3,8.2,231,289,392,
2014,20507,COSTA,ANCASH,BOLOGNESI,COLQUIOC,3896,2002,1894,0.46,338.99,145.28,484.3,6.9,231,289,392,
2015,20507,COSTA,ANCASH,BOLOGNESI,COLQUIOC,4002,2057,1945,0.47,349.86,149.94,499.8,7,231,289,392,
2016,20507,COSTA,ANCASH,BOLOGNESI,COLQUIOC,4074,2094,1980,0.47,356.17,152.64,508.8,7,231,289,392,
2017,20507,COSTA,ANCASH,BOLOGNESI,COLQUIOC,4145,2131,2014,0.47,362.46,155.34,517.8,7.1,231,289,392,
2018,20507,COSTA,ANCASH,BOLOGNESI,COLQUIOC,2402,1697,705,0.46,284.9,122.1,407,7.5,231,289,392,
2019,20507,COSTA,ANCASH,BOLOGNESI,COLQUIOC,2404,1683,721,0.5,307.15,131.63,438.8,7.8,231,289,392,
2020,20507,COSTA,ANCASH,BOLOGNESI,COLQUIOC,2348,1630,718,0.5,297.48,127.49,425,7.9,231,289,392,
2021,20507,COSTA,ANCASH,BOLOGNESI,COLQUIOC,2265,1556,709,0.49,277.31,118.85,396.2,8.2,231,289,392,
2015,81104,SIERRA,CUSCO,PAUCARTAMBO,COLQUEPATA,10662,620,10042,0.43,96.83,41.5,138.3,7,231,289,392,
2016,81104,SIERRA,CUSCO,PAUCARTAMBO,COLQUEPATA,10687,622,10065,0.43,97.17,41.64,138.8,7,231,289,392,
2017,81104,SIERRA,CUSCO,PAUCARTAMBO,COLQUEPATA,10710,623,10087,0.43,97.33,41.71,139,7.1,231,289,392,
2018,81104,SIERRA,CUSCO,PAUCARTAMBO,COLQUEPATA,8982,1719,7263,0.42,263.59,112.97,376.6,7.5,231,289,392,
2019,81104,SIERRA,CUSCO,PAUCARTAMBO,COLQUEPATA,8973,1660,7313,0.44,265.19,113.65,378.8,7.8,231,289,392,
2020,81104,SIERRA,CUSCO,PAUCARTAMBO,COLQUEPATA,8915,1604,7311,0.33,193.2,82.8,276,7.9,231,289,392,
2021,81104,SIERRA,CUSCO,PAUCARTAMBO,COLQUEPATA,8883,1561,7322,0.33,188.02,80.58,268.6,8.2,231,289,392,
2015,80704,SIERRA,CUSCO,CHUMBIVILCAS,COLQUEMARCA,8579,1179,7400,0.43,184.25,78.96,263.2,7,231,289,392,
2016,80704,SIERRA,CUSCO,CHUMBIVILCAS,COLQUEMARCA,8582,1180,7402,0.43,184.34,79,263.3,7,231,289,392,
2017,80704,SIERRA,CUSCO,CHUMBIVILCAS,COLQUEMARCA,8584,1181,7403,0.43,184.5,79.07,263.6,7.1,231,289,392,
2018,80704,SIERRA,CUSCO,CHUMBIVILCAS,COLQUEMARCA,7282,1474,5808,0.42,226,96.86,322.9,7.5,231,289,392,
2019,80704,SIERRA,CUSCO,CHUMBIVILCAS,COLQUEMARCA,7228,1414,5814,0.44,225.89,96.81,322.7,7.8,231,289,392,
2020,80704,SIERRA,CUSCO,CHUMBIVILCAS,COLQUEMARCA,7110,1353,5757,0.44,215.71,92.45,308.2,7.9,231,289,392,
2021,80704,SIERRA,CUSCO,CHUMBIVILCAS,COLQUEMARCA,7036,1307,5729,0.44,209.9,89.96,299.9,8.2,231,289,392,
2015,100203,SIERRA,HUANUCO,AMBO,COLPAS,2513,495,2018,0.43,77.33,33.14,110.5,7,231,289,392,
2016,100203,SIERRA,HUANUCO,AMBO,COLPAS,2443,482,1961,0.43,75.3,32.27,107.6,7,231,289,392,
2017,100203,SIERRA,HUANUCO,AMBO,COLPAS,2374,468,1906,0.43,73.11,31.33,104.4,7.1,231,289,392,
2018,100203,SIERRA,HUANUCO,AMBO,COLPAS,1747,456,1291,0.42,69.88,29.95,99.8,7.5,231,289,392,
2019,100203,SIERRA,HUANUCO,AMBO,COLPAS,1700,424,1276,0.44,67.73,29.03,96.8,7.8,231,289,392,
2020,100203,SIERRA,HUANUCO,AMBO,COLPAS,1629,393,1236,0.44,62.66,26.85,89.5,7.9,231,289,392,
2021,100203,SIERRA,HUANUCO,AMBO,COLPAS,1555,363,1192,0.44,58.3,24.98,83.3,8.2,231,289,392,
2014,151011,SIERRA,LIMA,YAUYOS,COLONIA,1339,531,808,0.45,87.13,37.34,124.5,6.9,231,289,392,
2015,151011,SIERRA,LIMA,YAUYOS,COLONIA,1315,522,793,0.43,81.52,34.94,116.5,7,231,289,392,
2016,151011,SIERRA,LIMA,YAUYOS,COLONIA,1291,513,778,0.43,80.14,34.35,114.5,7,231,289,392,
2017,151011,SIERRA,LIMA,YAUYOS,COLONIA,1268,504,764,0.43,78.73,33.74,112.5,7.1,231,289,392,
2018,151011,SIERRA,LIMA,YAUYOS,COLONIA,1205,487,718,0.42,74.66,32,106.7,7.5,231,289,392,
2019,151011,SIERRA,LIMA,YAUYOS,COLONIA,1112,424,688,0.44,67.73,29.03,96.8,7.8,231,289,392,
2020,151011,SIERRA,LIMA,YAUYOS,COLONIA,1088,409,679,0.44,65.21,27.95,93.2,7.9,231,289,392,
2021,151011,SIERRA,LIMA,YAUYOS,COLONIA,1067,395,672,0.44,63.44,27.19,90.6,8.2,231,289,392,
2015,81004,SIERRA,CUSCO,PARURO,COLCHA,1138,1095,43,0.21,83.9,35.96,119.9,7,231,289,392,
2016,81004,SIERRA,CUSCO,PARURO,COLCHA,1160,1116,44,0.21,85.54,36.66,122.2,7,231,289,392,
2017,81004,SIERRA,CUSCO,PARURO,COLCHA,1183,1138,45,0.21,87.23,37.38,124.6,7.1,231,289,392,
2018,81004,SIERRA,CUSCO,PARURO,COLCHA,987,955,32,0.42,146.39,62.74,209.1,7.5,231,289,392,
2019,81004,SIERRA,CUSCO,PARURO,COLCHA,974,941,33,0.44,150.33,64.43,214.8,7.8,231,289,392,
2020,81004,SIERRA,CUSCO,PARURO,COLCHA,948,915,33,0.44,145.88,62.52,208.4,7.9,231,289,392,
2021,81004,SIERRA,CUSCO,PARURO,COLCHA,931,898,33,0.44,144.22,61.81,206,8.2,231,289,392,
2014,10504,SIERRA,AMAZONAS,LUYA,COLCAMAR,2326,1354,972,0.45,222.02,95.15,317.2,6.9,231,289,392,6904950
2015,10504,SIERRA,AMAZONAS,LUYA,COLCAMAR,2284,1329,955,0.43,207.68,89,296.7,7,231,289,392,
2016,10504,SIERRA,AMAZONAS,LUYA,COLCAMAR,2269,1321,948,0.43,206.37,88.44,294.8,7,231,289,392,
2017,10504,SIERRA,AMAZONAS,LUYA,COLCAMAR,2258,1315,943,0.43,205.43,88.04,293.5,7.1,231,289,392,
2018,10504,SIERRA,AMAZONAS,LUYA,COLCAMAR,1984,1282,702,0.42,196.57,84.25,280.8,7.5,231,289,392,
2019,10504,SIERRA,AMAZONAS,LUYA,COLCAMAR,1975,1268,707,0.44,202.56,86.81,289.4,7.8,231,289,392,
2020,10504,SIERRA,AMAZONAS,LUYA,COLCAMAR,1933,1232,701,0.44,196.42,84.18,280.6,7.9,231,289,392,
2021,10504,SIERRA,AMAZONAS,LUYA,COLCAMAR,1887,1195,692,0.44,191.92,82.25,274.2,8.2,231,289,392,
2014,20103,SIERRA,ANCASH,HUARAZ,COLCABAMBA,783,430,353,0.45,70.59,30.25,100.9,6.9,231,289,392,
2014,30405,SIERRA,APURIMAC,AYMARAES,COLCABAMBA,924,625,299,0.45,102.56,43.95,146.5,6.9,231,289,392,
2015,20103,SIERRA,ANCASH,HUARAZ,COLCABAMBA,800,440,360,0.43,68.71,29.45,98.2,7,231,289,392,
2015,30405,SIERRA,APURIMAC,AYMARAES,COLCABAMBA,933,631,302,0.43,98.65,42.28,140.9,7,231,289,392,
2015,90705,SIERRA,HUANCAVELICA,TAYACAJA,COLCABAMBA,12375,1996,10379,0.34,247.74,106.17,353.9,7,231,289,392,
2016,20103,SIERRA,ANCASH,HUARAZ,COLCABAMBA,811,446,365,0.43,69.67,29.86,99.5,7,231,289,392,
2016,30405,SIERRA,APURIMAC,AYMARAES,COLCABAMBA,944,639,305,0.43,99.82,42.78,142.6,7,231,289,392,
2016,90705,SIERRA,HUANCAVELICA,TAYACAJA,COLCABAMBA,12334,1990,10344,0.34,246.96,105.84,352.8,7,231,289,392,
2017,20103,SIERRA,ANCASH,HUARAZ,COLCABAMBA,822,452,370,0.43,70.61,30.26,100.9,7.1,231,289,392,
2017,30405,SIERRA,APURIMAC,AYMARAES,COLCABAMBA,955,647,308,0.43,101.07,43.32,144.4,7.1,231,289,392,
2017,90705,SIERRA,HUANCAVELICA,TAYACAJA,COLCABAMBA,12292,1983,10309,0.34,246.09,105.47,351.6,7.1,231,289,392,
2018,20103,SIERRA,ANCASH,HUARAZ,COLCABAMBA,301,133,168,0.42,20.35,8.72,29.1,7.5,231,289,392,
2018,30405,SIERRA,APURIMAC,AYMARAES,COLCABAMBA,718,494,224,0.42,75.67,32.43,108.1,7.5,231,289,392,
2018,90705,SIERRA,HUANCAVELICA,TAYACAJA,COLCABAMBA,11662,2942,8720,0.42,451.01,193.29,644.3,7.5,231,289,392,
2019,20103,SIERRA,ANCASH,HUARAZ,COLCABAMBA,293,125,168,0.44,19.97,8.56,28.5,7.8,231,289,392,
2019,30405,SIERRA,APURIMAC,AYMARAES,COLCABAMBA,721,489,232,0.42,75.03,32.15,107.2,7.8,231,289,392,
2019,90705,SIERRA,HUANCAVELICA,TAYACAJA,COLCABAMBA,12112,2984,9128,0.34,370.31,158.71,529,7.8,231,289,392,
2020,20103,SIERRA,ANCASH,HUARAZ,COLCABAMBA,274,114,160,0.44,18.18,7.79,26,7.9,231,289,392,
2020,30405,SIERRA,APURIMAC,AYMARAES,COLCABAMBA,712,478,234,0.42,73.35,31.43,104.8,7.9,231,289,392,
2020,90705,SIERRA,HUANCAVELICA,TAYACAJA,COLCABAMBA,11989,2893,9096,0.29,306.22,131.24,437.5,7.9,231,289,392,
2021,20103,SIERRA,ANCASH,HUARAZ,COLCABAMBA,262,107,155,0.44,17.18,7.36,24.6,8.2,231,289,392,
2021,30405,SIERRA,APURIMAC,AYMARAES,COLCABAMBA,687,457,230,0.2,33.36,14.3,47.7,8.2,231,289,392,
2021,90705,SIERRA,HUANCAVELICA,TAYACAJA,COLCABAMBA,11822,2803,9019,0.29,296.7,127.16,423.9,8.2,231,289,392,
2014,51007,SIERRA,AYACUCHO,VICTOR FAJARDO,COLCA,1040,609,431,0.45,99.81,42.78,142.6,6.9,231,289,392,
2014,61106,SIERRA,CAJAMARCA,VICTOR FAJARDO,COLCA,2268,530,1738,0.45,86.99,37.28,124.3,6.9,231,289,392,
