PERIODO,DEPARTAMENTO,garbage_3,garbage_value
2018,LORETO,QRESIDUOS_NO_DOM,63154.86
2018,MADRE DE DIOS,QRESIDUOS_DOM,27131.13
2018,MADRE DE DIOS,QRESIDUOS_MUN,38758.7
2018,MADRE DE DIOS,QRESIDUOS_NO_DOM,11627.64
2018,MOQUEGUA,QRESIDUOS_DOM,27393.33
2018,MOQUEGUA,QRESIDUOS_MUN,39133.399999999994
2018,MOQUEGUA,QRESIDUOS_NO_DOM,11739.98
2018,PASCO,QRESIDUOS_DOM,29120.61
2018,PASCO,QRESIDUOS_MUN,41600.9
2018,PASCO,QRESIDUOS_NO_DOM,12480.27
2018,PIURA,QRESIDUOS_DOM,308611.11
2018,PIURA,QRESIDUOS_MUN,440873.6
2018,PIURA,QRESIDUOS_NO_DOM,132261.93
2018,PUNO,QRESIDUOS_DOM,121973.34999999999
2018,PUNO,QRESIDUOS_MUN,174248.69999999998
2018,PUNO,QRESIDUOS_NO_DOM,52274.33
2018,SAN MARTIN,QRESIDUOS_DOM,126907.58
2018,SAN MARTIN,QRESIDUOS_MUN,181296.8
2018,SAN MARTIN,QRESIDUOS_NO_DOM,54388.99
2018,TACNA,QRESIDUOS_DOM,50526.61
2018,TACNA,QRESIDUOS_MUN,72180.90000000001
2018,TACNA,QRESIDUOS_NO_DOM,21654.260000000002
2018,TUMBES,QRESIDUOS_DOM,37460.21000000001
2018,TUMBES,QRESIDUOS_MUN,53514.5
2018,TUMBES,QRESIDUOS_NO_DOM,16054.37
2018,UCAYALI,QRESIDUOS_DOM,101089.44
2018,UCAYALI,QRESIDUOS_MUN,144413.6
2018,UCAYALI,QRESIDUOS_NO_DOM,43324.06
2019,AMAZONAS,QRESIDUOS_DOM,40060.799999999996
2019,AMAZONAS,QRESIDUOS_MUN,57230.200000000004
2019,AMAZONAS,QRESIDUOS_NO_DOM,17168.9
2019,ANCASH,QRESIDUOS_DOM,168449.72
2019,ANCASH,QRESIDUOS_MUN,240643.30000000002
2019,ANCASH,QRESIDUOS_NO_DOM,72192.75
2019,APURIMAC,QRESIDUOS_DOM,42939.58
2019,APURIMAC,QRESIDUOS_MUN,61342.5
2019,APURIMAC,QRESIDUOS_NO_DOM,18402.69
2019,AREQUIPA,QRESIDUOS_DOM,232255.7
2019,AREQUIPA,QRESIDUOS_MUN,331794.5
2019,AREQUIPA,QRESIDUOS_NO_DOM,99538.2
2019,AYACUCHO,QRESIDUOS_DOM,87442.29
2019,AYACUCHO,QRESIDUOS_MUN,124917.9
2019,AYACUCHO,QRESIDUOS_NO_DOM,37475.3
2019,CAJAMARCA,QRESIDUOS_DOM,101927.27
2019,CAJAMARCA,QRESIDUOS_MUN,145611.0
2019,CAJAMARCA,QRESIDUOS_NO_DOM,43683.1
2019,CALLAO,QRESIDUOS_DOM,221971.84
2019,CALLAO,QRESIDUOS_MUN,317102.6
2019,CALLAO,QRESIDUOS_NO_DOM,95130.77
2019,CUSCO,QRESIDUOS_DOM,161624.81
2019,CUSCO,QRESIDUOS_MUN,230893.1
2019,CUSCO,QRESIDUOS_NO_DOM,69267.73
2019,HUANCAVELICA,QRESIDUOS_DOM,25429.1
2019,HUANCAVELICA,QRESIDUOS_MUN,36328.1
2019,HUANCAVELICA,QRESIDUOS_NO_DOM,10898.19
2019,HUANUCO,QRESIDUOS_DOM,79381.48
2019,HUANUCO,QRESIDUOS_MUN,113402.6
2019,HUANUCO,QRESIDUOS_NO_DOM,34020.61
2019,ICA,QRESIDUOS_DOM,169490.09
2019,ICA,QRESIDUOS_MUN,242129.30000000002
2019,ICA,QRESIDUOS_NO_DOM,72638.61
2019,JUNIN,QRESIDUOS_DOM,190446.72999999998
2019,JUNIN,QRESIDUOS_MUN,272067.1
2019,JUNIN,QRESIDUOS_NO_DOM,81620.01
