PERIODO,PROVINCIA,N_SEC,UBIGEO,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN
2016,UTCUBAMBA,26593,74928,118792,52034,66758,3.48,10803.51,4630.08,15433.57
2016,VICTOR FAJARDO,51198,612078,23532,17435,6097,4.47,2169.74,929.88,3099.61
2016,VILCAS HUAMAN,34212,408836,23288,7126,16162,3.46,1137.05,487.32,1624.37
2016,VIRU,14877,393606,119847,92378,27469,1.26,14093.82,6040.21,20134.03
2016,YAROWILCA,37652,808836,33055,8351,24704,3.85,1523.15,652.77,2175.96
2016,YAULI,48635,1208055,41381,35705,5676,4.23,4877.98,2090.5699999999997,6968.580000000001
2016,YAUYOS,170049,4983561,27436,15780,11656,13.98,2274.57,974.81,3249.42
2016,YUNGAY,31716,176036,58949,14139,44810,3.78,3002.9900000000002,1286.99,4289.99
2016,YUNGUYO,38178,1479128,47421,17541,29880,2.9899999999999998,2669.53,1144.1,3813.62
2016,ZARUMILLA,22294,961210,54312,49130,5182,2.06,10264.539999999999,4399.09,14663.63
2017,ABANCAY,52623,270945,106753,68328,38425,4.1,14275.050000000001,6117.88,20392.93
2017,ACOBAMBA,51388,721636,80849,24124,56725,3.23,3611.9300000000003,1547.98,5159.92
2017,ACOMAYO,44100,561428,27530,14459,13071,2.9699999999999998,2205.05,945.04,3150.09
2017,AIJA,28455,101015,7719,2436,5283,2.1,363.41,155.76,519.17
2017,ALTO AMAZONAS,42345,961235,122343,72434,49909,3.4499999999999997,15567.63,6671.84,22239.47
2017,AMBO,52140,801636,56712,18929,37783,3.74,3226.26,1382.68,4608.9400000000005
2017,ANDAHUAYLAS,117230,604210,170725,80373,90352,9.39,15836.849999999999,6787.2300000000005,22624.09
2017,ANGARAES,77202,1083678,64545,17542,47003,4.89,2625.93,1125.41,3751.31
2017,ANTA,56772,722745,56571,20088,36483,3.92,3459.44,1482.61,4942.08
2017,ANTABAMBA,41125,212128,13369,9346,4023,2.71,1258.33,539.29,1797.61
2017,ANTONIO RAYMONDI,34179,121821,16201,4139,12062,2.55,629.62,269.84,899.47
2017,AREQUIPA,172289,1163335,991218,964885,26333,13.049999999999999,172050.16,73735.75,245785.91999999998
2017,ASCOPE,54132,1041636,121266,106638,14628,3.99,19217.84,8236.21,27454.059999999998
2017,ASUNCIÓN,11401,40803,8707,2368,6339,0.86,369.92999999999995,158.54000000000002,528.47
2017,ATALAYA,29834,1000810,54629,19555,35074,2.3899999999999997,4418.04,1893.44,6311.49
2017,AYABACA,71715,2002055,141469,15913,125556,4.65,2455.4,1052.3200000000002,3507.73
2017,AYMARAES,100079,516953,33146,14127,19019,7.61,2315.99,992.56,3308.59
2017,AZANGARO,108660,3153120,138382,38527,99855,5.78,6042.64,2589.7,8632.33
2017,BAGUA,33699,61221,77053,36039,41014,3.42,7211.22,3090.52,10301.74
2017,BARRANCA,34590,751015,148801,126757,22044,2.98,26780.21,11477.230000000001,38257.43
2017,BELLAVISTA,44043,1321221,60821,30080,30741,3.17,5976.85,2561.51,8538.36
2017,BOLIVAR,40641,781821,16553,5632,10921,2.57,876.59,375.69,1252.28
2017,BOLOGNESI,85635,307620,33181,21386,11795,5.8999999999999995,2608.13,1117.77,3725.91
2017,BONGARA,67506,123678,34334,20270,14064,6.81,3688.63,1580.83,5269.48
2017,CAJABAMBA,24674,240810,80555,19752,60803,1.53,2396.4,1027.03,3423.44
2017,CAJAMARCA,73926,721278,393120,228146,164974,5.03,43986.36,18851.31,62837.67
2017,CAJATAMBO,34615,751515,7681,4285,3396,2.15,669.4,286.88,956.29
2017,CALCA,50532,643236,74797,26784,48013,3.6799999999999997,4478.74,1919.45,6398.200000000001
2017,CALLAO,43995,490728,1042496,1042496,0,4.21,228384.54,97879.08,326263.62
2017,CAMANA,47676,321636,60128,48663,11465,4.01,9501.28,4071.99,13573.259999999998
2017,CANAS,50596,644036,39689,6362,33327,3.38,1023.92,438.81,1462.7
2017,CANCHIS,50660,644836,102643,62621,40022,2.9,11615.52,4978.09,16593.61
2017,CANDARAVE,44535,1381221,7995,5219,2776,2.76,876.97,375.84000000000003,1252.79
2017,CANGALLO,36327,301221,33905,11888,22017,3.3899999999999997,2878.46,1233.62,4112.08
2017,CANTA,48503,1052828,15447,6469,8978,2.96,1066.25,456.97,1523.23
2017,CARABAYA,72565,2103055,98296,39097,59199,3.52,4224.71,1810.5900000000001,6035.3099999999995
2017,CARAVELI,77610,523991,41972,25164,16808,5.56,3956.76,1695.74,5652.53
2017,CARHUAZ,62942,226666,47554,16219,31335,4.71,2679.06,1148.17,3827.2400000000002
2017,CARLOS FERMIN FITZCARRALD,17187,62106,21863,3492,18371,1.02,490.53,210.22000000000003,700.76
2017,CASMA,22930,83210,48236,33865,14371,1.97,6186.69,2651.44,8838.130000000001
2017,CASTILLA,83769,565705,38459,22444,16015,5.54,2997.93,1284.83,4282.8
2017,CASTROVIRREYNA,83798,1175291,19150,5947,13203,5.51,893.64,383.0,1276.67
2017,CAYLLOMA,120010,810210,99582,65861,33721,8.67,11731.13,5027.62,16758.73
2017,CAÑETE,111048,2408136,239386,200496,38890,7.54,32840.49,14074.48,46914.96
2017,CELENDIN,74118,723678,96003,24858,71145,4.92,3047.05,1305.86,4352.91
2017,CHACHAPOYAS,117663,212331,55476,39832,15644,10.879999999999999,6878.15,2947.77,9825.939999999999
2017,CHANCHAMAYO,40041,721821,209362,116682,92680,3.35,24554.82,10523.5,35078.32
2017,CHEPEN,20334,391206,89225,72142,17083,1.53,13851.73,5936.46,19788.19
2017,CHICLAYO,136890,2802210,870930,816931,53999,11.4,175201.0,75086.17,250287.13
2017,CHINCHA,72644,1212266,222338,198342,23996,4.6899999999999995,35431.04,15184.73,50615.78
2017,CHINCHEROS,64977,336666,59246,19258,39988,4.04,3089.47,1324.0800000000002,4413.54
2017,CHOTA,117648,1147790,164502,33474,131028,8.58,5258.11,2253.46,7511.589999999999
2017,CHUCUITO,50855,1472828,151552,46803,104749,2.3200000000000003,4877.3,2090.29,6967.58
2017,CHUMBIVILCAS,50724,645636,83036,19170,63866,3.44,2780.77,1191.75,3972.52
2017,CHUPACA,60723,1088145,53494,32617,20877,4.0,5632.5,2413.93,8046.41
2017,CHURCAMPA,71038,995566,44628,10332,34296,4.6,1507.26,645.96,2153.25
2017,CONCEPCION,99945,1803120,56015,30026,25989,6.0,4388.53,1880.81,6269.31
2017,CONDESUYOS,48116,324836,17570,6645,10925,3.52,1100.61,471.68,1572.29
2017,CONDORCANQUI,16899,31206,55704,8347,47357,1.73,1748.42,749.32,2497.73
2017,CONTRALMIRANTE VILLAR,22332,720606,20348,16364,3984,1.17,2072.74,888.3199999999999,2961.07
2017,CONTUMAZA,49644,484036,31836,13406,18430,3.79,2578.02,1104.87,3682.91
2017,CORONEL PORTILLO,52171,1750728,386142,326623,59519,4.84,79876.69,34232.85,114109.55
2017,CORONGO,40166,146328,8102,3921,4181,3.01,612.55,262.52,875.05
2017,COTABAMBAS,35391,183021,53114,14090,39024,2.44,2109.42,904.0400000000001,3013.46
2017,CUSCO,50340,640836,458870,435597,23273,4.42,100075.18,42889.36,142964.54
2017,CUTERVO,93255,909120,140312,27698,112614,6.95,6501.28,2786.27,9287.57
2017,DANIEL ALCIDES CARRION,57156,1521636,54899,31383,23516,2.89,4447.97,1906.28,6354.24
2017,DATEM DEL MARAÑON,42537,964221,65792,17296,48496,3.4299999999999997,3492.79,1496.91,4989.7
2017,DOS DE MAYO,58734,902831,54119,18756,35363,4.11,3245.27,1390.82,4636.1
2017,EL COLLAO,36355,1052515,86288,27365,58923,1.93,3272.68,1402.58,4675.25
2017,EL DORADO,36730,1101515,41639,13615,28024,2.86,2772.16,1188.06,3960.21
2017,ESPINAR,50788,646436,69793,32050,37743,3.78,6112.349999999999,2619.58,8731.9
2017,FERREÑAFE,41145,841221,107699,57263,50436,3.2800000000000002,14775.34,6332.29,21107.62
2017,GENERAL SANCHEZ CERRO,78309,1982266,29039,12841,16198,4.95,2107.0,903.01,3010.02
2017,GRAN CHIMU,27318,524410,31268,6604,24664,1.77,1092.11,468.06,1560.17
2017,GRAU,82873,429905,26438,10716,15722,5.84,1507.48,646.0699999999999,2153.52
2017,HUACAYBAMBA,26130,401610,23104,4170,18934,1.67,616.64,264.27,880.9000000000001
2017,HUALGAYOC,18678,182106,103134,23796,79338,1.15,2927.74,1254.75,4182.49
2017,HUALLAGA,44109,1322421,25598,13725,11873,3.4699999999999998,2876.4,1232.73,4109.13
2017,HUAMALIES,71940,1105566,76662,20559,56103,4.77,3187.56,1366.1,4553.65
2017,HUAMANGA,96696,801736,285334,216470,68864,7.56,47515.68,20363.86,67879.52
2017,HUANCA SANCOS,24238,201210,10385,7042,3343,1.6,985.83,422.5,1408.3400000000001
2017,HUANCABAMBA,57444,1602436,127370,15498,111872,3.81,2769.79,1187.06,3956.85
2017,HUANCANE,58220,1684836,66441,13526,52915,3.0,1432.03,613.73,2045.77
2017,HUANCAVELICA,121790,1712090,161436,67385,94051,7.82,11366.86,4871.5,16238.35
2017,HUANCAYO,185962,3363355,511035,457362,53673,11.29,96465.28,41342.240000000005,137807.5
2017,HUANTA,72810,604878,111716,50872,60844,4.78,9810.51,4204.51,14015.01
2017,HUANUCO,84591,1301391,313232,190720,122512,5.35,28961.7,12412.15,41373.87
2017,HUARAL,83454,1807278,195491,162275,33216,4.859999999999999,30871.77,13230.75,44102.53
2017,HUARAZ,68190,241278,169477,127732,41745,4.89,23319.59,9994.12,33313.72
2017,HUARI,91992,336136,62965,22428,40537,6.46,3474.65,1489.13,4963.75
2017,HUARMEY,28800,105515,31178,23924,7254,2.42,4635.42,1986.6100000000001,6622.02
2017,HUAROCHIRI,223248,4822928,83461,56995,26466,14.08,9675.09,4146.47,13821.56
2017,HUAURA,83982,1809678,223468,193160,30308,6.0,38252.62,16393.98,54646.61
2017,HUAYLAS,57675,212055,56775,18909,37866,4.65,4886.69,2094.31,6980.97
2017,HUAYTARA,103544,1449736,23025,6411,16614,6.78,974.26,417.56,1391.84
2017,ICA,92281,1541505,370775,338437,32338,5.87,61784.7,26479.14,88263.84999999999
2017,ILO,21378,540906,72007,71157,850,1.23,11617.28,4978.83,16596.12
2017,ISLAY,36129,244221,52353,47717,4636,2.77,8138.95,3488.13,11627.08
2017,JAEN,74802,729678,199773,104968,94805,5.92,22692.579999999998,9725.390000000001,32417.98
2017,JAUJA,227579,4094195,82483,57736,24747,13.56,8526.97,3654.42,12181.42
2017,JORGE BASADRE,22281,690906,8761,5113,3648,1.4,864.72,370.59000000000003,1235.32
2017,JULCAN,27126,522010,30588,4419,26169,1.63,606.4399999999999,259.9,866.3299999999999
2017,JUNIN,26850,482010,24695,17525,7170,1.57,2963.02,1269.8700000000001,4232.89
2017,LA CONVENCION,89033,1132705,180859,55399,125460,6.7299999999999995,11990.81,5138.93,17129.71
2017,LA MAR,66869,555566,89534,36830,52704,4.23,6461.0,2768.9900000000002,9230.0
2017,LA UNION,66330,448866,14246,6880,7366,4.7299999999999995,1074.79,460.63,1535.3999999999999
2017,LAMAS,80960,2425566,86402,40288,46114,6.43,8884.7,3807.72,12692.42
2017,LAMBAYEQUE,82398,1683678,302159,149265,152894,5.2,23799.37,10199.74,33999.090000000004
2017,LAMPA,72865,2107055,52500,20168,32332,3.86,2762.83,1184.06,3946.9
2017,LAURICOCHA,46011,707028,38880,9008,29872,2.9699999999999998,1363.77,584.46,1948.23
2017,LEONCIO PRADO,65505,1006055,135628,80347,55281,4.32,13951.220000000001,5979.1,19930.309999999998
2017,LIMA,296442,6455246,9174855,9160035,14820,26.27,2027174.72,868789.16,2895963.82
2017,LORETO,35315,801515,72464,30199,42265,2.88,6422.58,2752.5299999999997,9175.11
2017,LUCANAS,127995,1062831,69066,41296,27770,8.5,5786.66,2480.0,8266.66
2017,LUYA,129858,241776,51940,20812,31128,11.35,3754.98,1609.25,5364.25
2017,MANU,28410,680810,25046,7844,17202,2.44,1869.58,801.24,2670.83
2017,MARAÑÓN,32790,503515,33122,4888,28234,1.31,750.86,321.8,1072.65
2017,MARISCAL CACERES,36840,1103015,50727,31032,19695,2.84,6054.49,2594.78,8649.27
2017,MARISCAL LUZURIAGA,46212,170436,23773,2934,20839,3.44,458.36,196.43,654.79
2017,MARISCAL NIETO,42663,1080621,83141,72407,10734,2.36,11165.429999999998,4785.179999999999,15950.619999999999
2017,MARISCAL RAMON CASTILLA,28270,641610,75013,22445,52568,2.18,3979.55,1705.53,5685.0599999999995
2017,MAYNAS,77539,1761171,560767,453915,106852,6.35,95061.32999999999,40740.57,135801.91
2017,MELGAR,65664,1897245,77697,36141,41556,3.52,4718.95,2022.42,6741.34
2017,MOHO,29210,843610,25920,7487,18433,1.47,942.82,404.07,1346.8899999999999
2017,MORROPON,71895,2004055,156573,90723,65850,4.71,16669.55,7144.09,23813.63
2017,MOYOBAMBA,44007,1320621,153846,91706,62140,3.36,17550.24,7521.53,25071.77
2017,NASCA  ,33060,551515,59286,52376,6910,2.59,10388.289999999999,4452.12,14840.4
2017,OCROS,57855,214055,11036,6392,4644,4.38,1011.71,433.61,1445.32
2017,OTUZCO,67885,1306074,92388,22465,69923,4.45,4036.7299999999996,1730.03,5766.76
2017,OXAPAMPA,57220,1522436,95942,34566,61376,4.23,6268.14,2686.3500000000004,8954.48
2017,OYON,42045,905421,23208,14987,8221,2.8,2846.94,1220.1200000000001,4067.0699999999997
2017,PACASMAYO,33980,653515,106019,98375,7644,2.13,16225.68,6953.87,23179.539999999997
2017,PACHITEA,26250,403210,77320,10495,66825,1.69,1694.32,726.14,2420.47
2017,PADRE ABAD,37315,1251515,60774,31272,29502,2.73,6612.52,2833.94,9446.460000000001
2017,PAITA,50386,1403528,133161,128090,5071,3.01,23302.24,9986.67,33288.89
2017,PALLASCA,63756,236566,30698,15936,14762,4.5,2325.71,996.72,3322.41
2017,PALPA,33085,552015,12219,8225,3994,2.13,1247.42,534.61,1782.0500000000002
2017,PARINACOCHAS,48876,405636,33567,18461,15106,3.5,2938.0699999999997,1259.19,4197.26
2017,PARURO,57339,729045,30771,10324,20447,3.4899999999999998,1458.8,625.19,2083.99
2017,PASCO,92742,2471391,157882,116752,41130,4.67,16858.33,7225.0,24083.35
2017,PATAZ,88465,1700491,90008,24183,65825,5.55,4066.16,1742.6399999999999,5808.77
2017,PAUCAR DEL SARA SARA,61185,508055,11087,7326,3761,3.8899999999999997,968.71,415.15999999999997,1383.9
2017,PAUCARTAMBO,38271,486621,51605,9603,42002,2.7,1565.29,670.83,2236.1400000000003
2017,PICOTA,73755,2207055,45881,27176,18705,5.46,5072.27,2173.84,7246.08
2017,PISCO,52988,884036,137992,120060,17932,4.32,22952.82,9836.92,32789.7
2017,PIURA,71615,2001084,781385,669706,111679,5.13,135728.83000000002,58169.51,193898.33000000002
2017,POMABAMBA,23214,86410,29560,6632,22928,1.66,930.58,398.82,1329.4099999999999
2017,PUERTO INCA,32835,504515,31491,5917,25574,2.86,1213.76,520.18,1733.93
2017,PUNO,108435,3151620,252348,155551,96797,6.4,30336.89,13001.52,43338.4
2017,PURUS,7466,250401,4600,1537,3063,0.58,324.26,138.97,463.23
2017,PUTUMAYO   ,28378,643210,12159,4502,7657,2.05,792.23,339.52,1131.76
2017,QUISPICANCHI,76650,974478,90184,30965,59219,4.3,4076.58,1747.1,5823.6900000000005
2017,RECUAY,58105,217055,19339,10875,8464,4.4,1693.94,725.96,2419.92
2017,REQUENA,77825,1765566,75191,43447,31744,6.4399999999999995,9808.17,4203.51,14011.65
2017,RIOJA,66465,1987245,132735,93294,39441,4.29,17673.74,7574.450000000001,25248.170000000002
2017,RODRIGUEZ DE MENDOZA,67962,127278,31489,9362,22127,6.859999999999999,1844.09,790.32,2634.4
2017,SAN ANTONIO DE PUTINA,36535,1055015,71385,49109,22276,2.0300000000000002,7473.950000000001,3203.12,10677.08
2017,SAN IGNACIO,43701,426328,149452,23410,126042,3.7399999999999998,4384.01,1878.85,6262.86
2017,SAN MARCOS,43750,427028,54628,12578,42050,3.05,2385.67,1022.4300000000001,3408.09
2017,SAN MARTIN,103551,3092705,192696,175673,17023,7.58,35266.57,15114.25,50380.82
2017,SAN MIGUEL,81380,794391,55458,9008,46450,5.31,1406.1100000000001,602.61,2008.72
2017,SAN PABLO,25074,244810,23218,3639,19579,1.78,641.73,275.04,916.76
2017,SAN ROMAN,36560,1055515,301632,279587,22045,2.0100000000000002,51237.01,21958.71,73195.73
2017,SANCHEZ CARRION,54524,1047236,157912,44013,113899,3.6,10190.019999999999,4367.15,14557.18
2017,SANDIA,73195,2112055,73013,19444,53569,4.75,3278.75,1405.17,4683.93
2017,SANTA,52380,196245,444526,418296,26230,4.6899999999999995,84881.95999999999,36377.97,121259.94
2017,SANTA CRUZ,69036,674366,45181,10180,35001,4.81,1762.08,755.19,2517.29
2017,SANTIAGO DE CHUCO,54588,1048036,62176,21448,40728,4.23,5276.47,2261.35,7537.84
2017,SATIPO,60471,1085445,284848,75610,209238,4.79,15412.44,6605.33,22017.77
2017,SECHURA,43311,1204821,77633,73056,4577,2.34,11152.029999999999,4779.44,15931.470000000001
2017,SIHUAS,58295,219055,30393,7949,22444,4.4799999999999995,1517.14,650.1999999999999,2167.36
2017,SUCRE,67419,559966,11992,7290,4702,4.55,1028.32,440.73,1469.05
2017,SULLANA,57644,1604836,321887,290586,31301,4.07,62672.91,26859.829999999998,89532.75
2017,TACNA,81554,2531166,325652,305030,20622,5.33,49333.22,21142.81,70476.03
2017,TAHUAMANU,21318,510906,14483,10300,4183,1.18,1769.9799999999998,758.55,2528.54
2017,TALARA,43275,1204221,133547,130945,2602,2.9,24202.4,10372.45,34574.85
2017,TAMBOPATA,28394,680410,104158,87835,16323,1.76,15990.039999999999,6852.88,22842.93
2017,TARATA,59460,1843236,7697,5916,1781,3.4,797.17,341.65,1138.81
2017,TARMA,60552,1086345,107621,74987,32634,4.08,15568.61,6672.259999999999,22240.87
2017,TAYACAJA,136290,1904956,108451,27468,80983,7.74,3800.19,1628.67,5428.83
2017,TOCACHE,37030,1105015,72477,35189,37288,2.98,7960.200000000001,3411.51,11371.720000000001
2017,TRUJILLO,74327,1431166,985275,963532,21743,5.65,181538.02,77802.0,259340.03
2017,TUMBES,44637,1440621,167818,155334,12484,2.7,24928.98,10683.85,35612.82
2017,UCAYALI,42501,963621,75217,40976,34241,3.26,7586.349999999999,3251.3,10837.66
2017,URUBAMBA,44779,569128,65410,33507,31903,3.21,5905.28,2530.83,8436.1
2017,UTCUBAMBA,39711,74928,118956,52142,66814,3.5700000000000003,10877.9,4661.96,15539.85
2017,VICTOR FAJARDO,73686,612078,23680,17561,6119,4.5,2194.93,940.6800000000001,3135.64
2017,VILCAS HUAMAN,49204,408836,23362,7132,16230,3.46,1138.12,487.76,1625.89
2017,VIRU,20499,393606,122623,94520,28103,1.31,15391.82,6596.49,21988.3
2017,YAROWILCA,52644,808836,32864,8314,24550,3.48,1320.99,566.15,1887.14
2017,YAULI,67375,1208055,40588,34945,5643,4.11,4755.820000000001,2038.21,6794.009999999999
2017,YAUYOS,231891,4983561,27415,15762,11653,13.98,2269.43,972.64,3242.01
2017,YUNGAY,46708,176036,59207,14195,45012,3.78,3015.9300000000003,1292.54,4308.45
2017,YUNGUYO,51296,1479128,47476,17573,29903,2.7,2141.7799999999997,917.91,3059.68
2017,ZARUMILLA,29790,961210,55196,49922,5274,2.06,10436.4,4472.74,14909.16
2018,ABANCAY,69489,270945,116229,88074,28155,4.12,19473.33,8345.720000000001,27819.04
2018,ACOBAMBA,66380,721636,38497,17162,21337,3.4499999999999997,2775.55,1189.52,3965.05
2018,ACOMAYO,57218,561428,24358,16128,8230,2.9499999999999997,2511.29,1076.26,3587.5600000000004
2018,AIJA,37825,101015,6506,2271,4233,2.06,332.11,142.34,474.45
2018,ALTO AMAZONAS,53589,961235,140586,96489,44098,3.37,21244.8,9104.91,30349.72
2018,AMBO,67132,801636,53734,26358,27376,3.34,4260.35,1825.86,6086.22
2018,ANDAHUAYLAS,154710,604210,148857,83580,65275,9.379999999999999,16249.51,6964.08,23213.65
2018,ANGARAES,99690,1083678,51684,20583,31101,4.92,3148.61,1349.42,4498.01
2018,ANTA,73638,722745,61958,28968,32989,3.9299999999999997,5112.66,2191.15,7303.81
2018,ANTABAMBA,54243,212128,11737,9097,2641,2.69,1224.82,524.92,1749.74
2018,ANTONIO RAYMONDI,45423,121821,14073,5479,8595,2.26,663.05,284.16,947.21
2018,AREQUIPA,226635,1163335,1169703,1155180,14522,13.17,204830.51,87784.52,292615.01
2018,ASCOPE,69124,1041636,119718,108813,10904,4.14,21371.82,9159.35,30531.17
2018,ASUNCIÓN,15149,40803,7739,2295,5445,0.84,351.73,150.73999999999998,502.46999999999997
2018,ATALAYA,37330,1000810,59079,25310,33769,2.33,5680.139999999999,2434.35,8114.49
2018,AYABACA,90455,2002055,126375,20485,105889,4.49,3169.9700000000003,1358.56,4528.5199999999995
2018,AYMARAES,131937,516953,24965,12532,12434,7.46,2031.6,870.66,2902.27
2018,AZANGARO,136770,3153120,113584,42146,71438,5.88,7236.66,3101.44,10338.14
2018,BAGUA,44943,61221,82728,42031,40697,3.16,8197.2,3513.09,11710.29
2018,BARRANCA,43960,751015,157548,142214,15332,2.72,28274.25,12117.539999999999,40391.79
2018,BELLAVISTA,55287,1321221,59220,36741,22479,2.95,7123.379999999999,3052.89,10176.27
2018,BOLIVAR,51885,781821,15690,5856,9832,2.52,897.81,384.78000000000003,1282.58
2018,BOLOGNESI,113745,307620,24393,17675,6719,5.85,2052.45,879.6,2932.09
2018,BONGARA,89994,123678,26821,16387,10436,6.790000000000001,3099.65,1328.4299999999998,4428.08
2018,CAJABAMBA,32170,240810,80933,23799,57133,1.56,2943.8,1261.6399999999999,4205.42
2018,CAJAMARCA,96414,721278,374044,230672,143373,6.67,45104.4,19330.47,64434.88
2018,CAJATAMBO,43985,751515,6944,4528,2416,2.1,694.18,297.5,991.69
2018,CALCA,65524,643236,70591,34687,35904,3.6399999999999997,5668.13,2429.21,8097.33
2018,CALLAO,57113,490728,1064605,1064605,0,4.21,232353.24000000002,99579.96,331933.20999999996
2018,CAMANA,62668,321636,62534,52862,9671,3.89,9865.06,4227.88,14092.95
2018,CANAS,65588,644036,35088,9314,25774,3.35,1293.69,554.4300000000001,1848.13
2018,CANCHIS,65652,644836,104956,70639,34320,5.1,14988.09,6423.46,21411.55
2018,CANDARAVE,55779,1381221,6287,5128,1160,2.21,601.14,257.63,858.78
2018,CANGALLO,47571,301221,32422,11801,20620,2.4699999999999998,1755.83,752.5,2508.33
2018,CANTA,61621,1052828,12518,9437,3080,2.65,1216.4099999999999,521.3199999999999,1737.72
2018,CARABAYA,91305,2103055,77435,38646,38786,4.27,5938.63,2545.13,8483.779999999999
2018,CARAVELI,101972,523991,44117,34193,9926,5.82,5697.54,2441.82,8139.37
2018,CARHUAZ,83556,226666,48370,21717,26653,4.62,3489.72,1495.6000000000001,4985.29
2018,CARLOS FERMIN FITZCARRALD,22809,62106,18524,5792,12732,1.25,873.92,374.54,1248.46
2018,CASMA,30426,83210,54156,42676,11478,1.8800000000000001,7674.91,3289.26,10964.16
2018,CASTILLA,110005,565705,36353,27144,9206,6.0,4353.67,1865.8600000000001,6219.53
2018,CASTROVIRREYNA,108160,1175291,14459,5630,8828,5.13,804.13,344.62,1148.74
2018,CAYLLOMA,157490,810210,97591,80595,16998,8.53,14901.920000000002,6386.55,21288.440000000002
2018,CAÑETE,141032,2408136,257904,234509,23395,7.58,39422.549999999996,16895.39,56317.939999999995
2018,CELENDIN,96606,723678,83485,26678,56810,4.93,3276.8399999999997,1404.35,4681.1900000000005
2018,CHACHAPOYAS,157017,212331,61274,49670,11602,10.56,7084.42,3036.18,10120.59
2018,CHANCHAMAYO,51285,721821,165342,111895,53447,3.3,22820.81,9780.34,32601.19
2018,CHEPEN,25956,391206,83062,72658,10405,1.49,13299.609999999999,5699.84,18999.449999999997
2018,CHICLAYO,174370,2802210,830614,786024,44592,10.78,161914.44,69391.92,231306.35
2018,CHINCHA,93258,1212266,245680,228583,17095,4.68,40593.85,17397.35,57991.2
2018,CHINCHEROS,85591,336666,46762,20932,25830,4.62,3205.5299999999997,1373.79,4579.31
2018,CHOTA,153254,1147790,150970,41889,109082,7.96,5880.18,2520.07,8400.25
2018,CHUCUITO,63973,1472828,91149,26211,64938,2.7,3224.9700000000003,1382.13,4607.1
2018,CHUMBIVILCAS,65716,645636,70624,23949,46674,3.4299999999999997,3259.51,1396.94,4656.43
2018,CHUPACA,77589,1088145,56253,38814,17436,3.55,6361.45,2726.32,9087.79
2018,CHURCAMPA,91652,995566,33530,10935,22596,4.54,1664.28,713.27,2377.5499999999997
2018,CONCEPCION,128055,1803120,58604,37498,21109,6.08,5988.4,2566.47,8554.85
2018,CONDESUYOS,63108,324836,17284,7096,10190,3.44,1136.8799999999999,487.24,1624.12
2018,CONDORCANQUI,22521,31206,50131,7847,42284,1.67,1603.67,687.3,2290.96
2018,CONTRALMIRANTE VILLAR,27954,720606,22443,18464,3980,1.1600000000000001,2343.85,1004.5,3348.36
2018,CONTUMAZA,64636,484036,29218,12802,16415,3.57,2189.97,938.56,3128.52
2018,CORONEL PORTILLO,65289,1750728,426417,379033,47384,4.66,85422.69,36609.729999999996,122032.43
2018,CORONGO,53284,146328,7914,4801,3113,2.94,736.19,315.51,1051.71
2018,COTABAMBAS,46635,183021,53611,20494,33117,2.57,3225.16,1382.22,4607.37
2018,CUSCO,65332,640836,490699,475894,14803,3.67,87759.31,37611.13,125370.43000000001
2018,CUTERVO,121365,909120,124095,32886,91206,6.62,7454.7300000000005,3194.89,10649.61
2018,DANIEL ALCIDES CARRION,72148,1521636,46205,21998,24208,3.07,3230.42,1384.46,4614.9
2018,DATEM DEL MARAÑON,53781,964221,57401,20138,37262,3.91,6280.900000000001,2691.82,8972.72
2018,DOS DE MAYO,75600,902831,34118,16886,17233,4.04,2958.2,1267.79,4226.0
2018,EL COLLAO,45725,1052515,67058,26093,40965,2.0,3167.27,1357.4,4524.66
2018,EL DORADO,46100,1101515,41603,20261,21343,2.74,4014.4,1720.46,5734.86
2018,ESPINAR,65780,646436,62158,39117,23041,3.4299999999999997,7295.969999999999,3126.8399999999997,10422.820000000002
2018,FERREÑAFE,52389,841221,103481,62475,41003,3.18,13563.61,5812.98,19376.58
2018,GENERAL SANCHEZ CERRO,98923,1982266,15359,8556,6804,4.63,1320.05,565.72,1885.78
2018,GRAN CHIMU,34814,524410,27879,7536,20342,1.72,1223.8899999999999,524.53,1748.43
2018,GRAU,109109,429905,21986,10206,11778,5.71,1368.94,586.69,1955.6200000000001
2018,HUACAYBAMBA,33626,401610,16837,4219,12619,1.64,610.62,261.69,872.32
2018,HUALGAYOC,24300,182106,83568,21547,62023,1.17,2690.0200000000004,1152.87,3842.89
2018,HUALLAGA,55353,1322421,29334,17119,12216,3.3200000000000003,3491.07,1496.1799999999998,4987.2300000000005
2018,HUAMALIES,92554,1105566,53780,24570,29205,4.87,4102.6,1758.25,5860.83
2018,HUAMANGA,126680,801736,299242,241230,58014,7.41,54098.66,23185.129999999997,77283.82
2018,HUANCA SANCOS,31734,201210,8507,6441,2067,1.52,871.25,373.39,1244.65
2018,HUANCABAMBA,72436,1602436,116789,21316,95473,3.56,3614.9,1549.25,5164.15
2018,HUANCANE,73212,1684836,59316,14784,44532,2.9699999999999998,1618.08,693.46,2311.57
2018,HUANCAVELICA,157396,1712090,118851,72485,46364,7.859999999999999,12533.94,5371.69,17905.629999999997
2018,HUANCAYO,238434,3363355,571435,537660,33773,11.709999999999999,103799.08,44485.299999999996,148284.38999999998
