,PERIODO,UBIGEO,REG_NAT,DEPARTAMENTO,PROVINCIA,DISTRITO,garbage_3,garbage_value
16314,2015,110405,SIERRA,ICA,PALPA,TIBILLO,QRESIDUOS_NO_DOM,9.53
16315,2016,110405,SIERRA,ICA,PALPA,TIBILLO,QRESIDUOS_NO_DOM,9.24
16316,2017,110405,SIERRA,ICA,PALPA,TIBILLO,QRESIDUOS_NO_DOM,9.04
16317,2018,110405,SIERRA,ICA,PALPA,TIBILLO,QRESIDUOS_NO_DOM,16.03
16318,2019,110405,SIERRA,ICA,PALPA,TIBILLO,QRESIDUOS_NO_DOM,16.91
16319,2020,110405,SIERRA,ICA,PALPA,TIBILLO,QRESIDUOS_NO_DOM,16.6
16320,2021,110405,SIERRA,ICA,PALPA,TIBILLO,QRESIDUOS_NO_DOM,16.59
16321,2014,40123,SIERRA,AREQUIPA,AREQUIPA,TIABAYA,QRESIDUOS_NO_DOM,1530.06
16322,2015,40123,SIERRA,AREQUIPA,AREQUIPA,TIABAYA,QRESIDUOS_NO_DOM,1016.25
16323,2016,40123,SIERRA,AREQUIPA,AREQUIPA,TIABAYA,QRESIDUOS_NO_DOM,1040.83
16324,2017,40123,SIERRA,AREQUIPA,AREQUIPA,TIABAYA,QRESIDUOS_NO_DOM,1036.91
16325,2018,40123,SIERRA,AREQUIPA,AREQUIPA,TIABAYA,QRESIDUOS_NO_DOM,1271.67
16326,2019,40123,SIERRA,AREQUIPA,AREQUIPA,TIABAYA,QRESIDUOS_NO_DOM,1329.63
16327,2020,40123,SIERRA,AREQUIPA,AREQUIPA,TIABAYA,QRESIDUOS_NO_DOM,1342.24
16328,2021,40123,SIERRA,AREQUIPA,AREQUIPA,TIABAYA,QRESIDUOS_NO_DOM,1362.98
16329,2014,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,QRESIDUOS_NO_DOM,62.18
16330,2015,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,QRESIDUOS_NO_DOM,61.26
16331,2016,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,QRESIDUOS_NO_DOM,44.25
16332,2017,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,QRESIDUOS_NO_DOM,44.96
16333,2018,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,QRESIDUOS_NO_DOM,54.25
16334,2019,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,QRESIDUOS_NO_DOM,51.66
16335,2020,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,QRESIDUOS_NO_DOM,47.9
16336,2021,160803,SELVA,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,QRESIDUOS_NO_DOM,42.95
16337,2014,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,QRESIDUOS_NO_DOM,202.8
16338,2015,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,QRESIDUOS_NO_DOM,193.37
16339,2016,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,QRESIDUOS_NO_DOM,194.85
16340,2017,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,QRESIDUOS_NO_DOM,196.29
16341,2018,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,QRESIDUOS_NO_DOM,290.73
16342,2019,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,QRESIDUOS_NO_DOM,289.02
16343,2020,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,QRESIDUOS_NO_DOM,282.22
16344,2021,160211,SELVA,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,QRESIDUOS_NO_DOM,269.11
16345,2015,130801,SIERRA,LA LIBERTAD,PATAZ,TAYABAMBA,QRESIDUOS_NO_DOM,169.73
16346,2016,130801,SIERRA,LA LIBERTAD,PATAZ,TAYABAMBA,QRESIDUOS_NO_DOM,175.11
16347,2017,130801,SIERRA,LA LIBERTAD,PATAZ,TAYABAMBA,QRESIDUOS_NO_DOM,177.1
16348,2018,130801,SIERRA,LA LIBERTAD,PATAZ,TAYABAMBA,QRESIDUOS_NO_DOM,195.8
16349,2019,130801,SIERRA,LA LIBERTAD,PATAZ,TAYABAMBA,QRESIDUOS_NO_DOM,235.86
16350,2020,130801,SIERRA,LA LIBERTAD,PATAZ,TAYABAMBA,QRESIDUOS_NO_DOM,227.75
16351,2021,130801,SIERRA,LA LIBERTAD,PATAZ,TAYABAMBA,QRESIDUOS_NO_DOM,293.03
16352,2014,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,QRESIDUOS_NO_DOM,20.79
16353,2015,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,QRESIDUOS_NO_DOM,19
16354,2016,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,QRESIDUOS_NO_DOM,18.34
16355,2017,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,QRESIDUOS_NO_DOM,17.74
16356,2018,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,QRESIDUOS_NO_DOM,26.56
16357,2019,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,QRESIDUOS_NO_DOM,25.13
16358,2020,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,QRESIDUOS_NO_DOM,24.6
16359,2021,151029,SIERRA,LIMA,YAUYOS,TAURIPAMPA,QRESIDUOS_NO_DOM,24.43
16360,2015,130812,SIERRA,LA LIBERTAD,PATAZ,TAURIJA,QRESIDUOS_NO_DOM,72.69
16361,2016,130812,SIERRA,LA LIBERTAD,PATAZ,TAURIJA,QRESIDUOS_NO_DOM,73.04
16362,2017,130812,SIERRA,LA LIBERTAD,PATAZ,TAURIJA,QRESIDUOS_NO_DOM,73.38
16363,2018,130812,SIERRA,LA LIBERTAD,PATAZ,TAURIJA,QRESIDUOS_NO_DOM,64.08
16364,2019,130812,SIERRA,LA LIBERTAD,PATAZ,TAURIJA,QRESIDUOS_NO_DOM,65.38
16365,2020,130812,SIERRA,LA LIBERTAD,PATAZ,TAURIJA,QRESIDUOS_NO_DOM,63.07
16366,2021,130812,SIERRA,LA LIBERTAD,PATAZ,TAURIJA,QRESIDUOS_NO_DOM,61.81
16367,2014,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,QRESIDUOS_NO_DOM,12.16
16368,2015,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,QRESIDUOS_NO_DOM,11.47
16369,2016,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,QRESIDUOS_NO_DOM,11.38
16370,2017,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,QRESIDUOS_NO_DOM,11.18
16371,2018,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,QRESIDUOS_NO_DOM,15.73
16372,2019,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,QRESIDUOS_NO_DOM,15.61
16373,2020,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,QRESIDUOS_NO_DOM,15.31
16374,2021,40809,SIERRA,AREQUIPA,LA UNION,TAURIA,QRESIDUOS_NO_DOM,6.88
16375,2014,21511,SIERRA,ANCASH,PALLASCA,TAUCA,QRESIDUOS_NO_DOM,100.9
16376,2015,21511,SIERRA,ANCASH,PALLASCA,TAUCA,QRESIDUOS_NO_DOM,95.36
16377,2016,21511,SIERRA,ANCASH,PALLASCA,TAUCA,QRESIDUOS_NO_DOM,95.14
16378,2017,21511,SIERRA,ANCASH,PALLASCA,TAUCA,QRESIDUOS_NO_DOM,94.87
16379,2018,21511,SIERRA,ANCASH,PALLASCA,TAUCA,QRESIDUOS_NO_DOM,89
16380,2019,21511,SIERRA,ANCASH,PALLASCA,TAUCA,QRESIDUOS_NO_DOM,91.81
16381,2020,21511,SIERRA,ANCASH,PALLASCA,TAUCA,QRESIDUOS_NO_DOM,40.8
16382,2021,21511,SIERRA,ANCASH,PALLASCA,TAUCA,QRESIDUOS_NO_DOM,39.55
16383,2015,110113,COSTA,ICA,ICA,TATE,QRESIDUOS_NO_DOM,240.79
16384,2016,110113,COSTA,ICA,ICA,TATE,QRESIDUOS_NO_DOM,242.18
16385,2017,110113,COSTA,ICA,ICA,TATE,QRESIDUOS_NO_DOM,306.03
16386,2018,110113,COSTA,ICA,ICA,TATE,QRESIDUOS_NO_DOM,335.73
16387,2019,110113,COSTA,ICA,ICA,TATE,QRESIDUOS_NO_DOM,441.8
16388,2020,110113,COSTA,ICA,ICA,TATE,QRESIDUOS_NO_DOM,450.12
16389,2021,110113,COSTA,ICA,ICA,TATE,QRESIDUOS_NO_DOM,298.94
16390,2014,230407,SIERRA,TACNA,TARATA,TARUCACHI,QRESIDUOS_NO_DOM,28.16
16391,2015,230407,SIERRA,TACNA,TARATA,TARUCACHI,QRESIDUOS_NO_DOM,26.31
16392,2016,230407,SIERRA,TACNA,TARATA,TARUCACHI,QRESIDUOS_NO_DOM,26.31
16393,2017,230407,SIERRA,TACNA,TARATA,TARUCACHI,QRESIDUOS_NO_DOM,26.18
16394,2018,230407,SIERRA,TACNA,TARATA,TARUCACHI,QRESIDUOS_NO_DOM,20.02
16395,2019,230407,SIERRA,TACNA,TARATA,TARUCACHI,QRESIDUOS_NO_DOM,15.07
16396,2020,230407,SIERRA,TACNA,TARATA,TARUCACHI,QRESIDUOS_NO_DOM,14.62
16397,2021,230407,SIERRA,TACNA,TARATA,TARUCACHI,QRESIDUOS_NO_DOM,15.37
16398,2015,120701,SIERRA,JUNIN,TARMA,TARMA,QRESIDUOS_NO_DOM,3426.52
16399,2016,120701,SIERRA,JUNIN,TARMA,TARMA,QRESIDUOS_NO_DOM,4152.56
16400,2017,120701,SIERRA,JUNIN,TARMA,TARMA,QRESIDUOS_NO_DOM,4800.48
16401,2018,120701,SIERRA,JUNIN,TARMA,TARMA,QRESIDUOS_NO_DOM,3334.16
16402,2019,120701,SIERRA,JUNIN,TARMA,TARMA,QRESIDUOS_NO_DOM,3830.61
16403,2020,120701,SIERRA,JUNIN,TARMA,TARMA,QRESIDUOS_NO_DOM,3801.13
16404,2021,120701,SIERRA,JUNIN,TARMA,TARMA,QRESIDUOS_NO_DOM,4804.22
16405,2014,20112,SIERRA,ANCASH,HUARAZ,TARICA,QRESIDUOS_NO_DOM,97.24
16406,2015,20112,SIERRA,ANCASH,HUARAZ,TARICA,QRESIDUOS_NO_DOM,97.77
16407,2016,20112,SIERRA,ANCASH,HUARAZ,TARICA,QRESIDUOS_NO_DOM,64.72
16408,2017,20112,SIERRA,ANCASH,HUARAZ,TARICA,QRESIDUOS_NO_DOM,65.11
16409,2018,20112,SIERRA,ANCASH,HUARAZ,TARICA,QRESIDUOS_NO_DOM,79.28
16410,2019,20112,SIERRA,ANCASH,HUARAZ,TARICA,QRESIDUOS_NO_DOM,78.49
16411,2020,20112,SIERRA,ANCASH,HUARAZ,TARICA,QRESIDUOS_NO_DOM,78.02
16412,2021,20112,SIERRA,ANCASH,HUARAZ,TARICA,QRESIDUOS_NO_DOM,136.28
16413,2015,80407,SIERRA,CUSCO,CALCA,TARAY,QRESIDUOS_NO_DOM,36.21
16414,2016,80407,SIERRA,CUSCO,CALCA,TARAY,QRESIDUOS_NO_DOM,36.22
16415,2017,80407,SIERRA,CUSCO,CALCA,TARAY,QRESIDUOS_NO_DOM,36.15
16416,2018,80407,SIERRA,CUSCO,CALCA,TARAY,QRESIDUOS_NO_DOM,144.75
16417,2019,80407,SIERRA,CUSCO,CALCA,TARAY,QRESIDUOS_NO_DOM,148.23
16418,2020,80407,SIERRA,CUSCO,CALCA,TARAY,QRESIDUOS_NO_DOM,146.29
16419,2021,80407,SIERRA,CUSCO,CALCA,TARAY,QRESIDUOS_NO_DOM,145.78
16420,2014,230401,SIERRA,TACNA,TARATA,TARATA,QRESIDUOS_NO_DOM,186.46
16421,2015,230401,SIERRA,TACNA,TARATA,TARATA,QRESIDUOS_NO_DOM,173.05
16422,2016,230401,SIERRA,TACNA,TARATA,TARATA,QRESIDUOS_NO_DOM,108.57
16423,2017,230401,SIERRA,TACNA,TARATA,TARATA,QRESIDUOS_NO_DOM,107.72
16424,2018,230401,SIERRA,TACNA,TARATA,TARATA,QRESIDUOS_NO_DOM,121.37
16425,2019,230401,SIERRA,TACNA,TARATA,TARATA,QRESIDUOS_NO_DOM,115.22
16426,2020,230401,SIERRA,TACNA,TARATA,TARATA,QRESIDUOS_NO_DOM,114.67
16427,2021,230401,SIERRA,TACNA,TARATA,TARATA,QRESIDUOS_NO_DOM,105.32
16428,2014,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,QRESIDUOS_NO_DOM,6790.67
16429,2015,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,QRESIDUOS_NO_DOM,5445.14
16430,2016,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,QRESIDUOS_NO_DOM,6083.23
16431,2017,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,QRESIDUOS_NO_DOM,6153.04
16432,2018,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,QRESIDUOS_NO_DOM,6685.72
16433,2019,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,QRESIDUOS_NO_DOM,7992.41
16434,2020,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,QRESIDUOS_NO_DOM,8099.63
16435,2021,220901,SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,QRESIDUOS_NO_DOM,8585.37
16436,2014,210607,SIERRA,PUNO,HUANCANE,TARACO,QRESIDUOS_NO_DOM,94.33
16437,2015,210607,SIERRA,PUNO,HUANCANE,TARACO,QRESIDUOS_NO_DOM,35.27
16438,2016,210607,SIERRA,PUNO,HUANCANE,TARACO,QRESIDUOS_NO_DOM,39.92
16439,2017,210607,SIERRA,PUNO,HUANCANE,TARACO,QRESIDUOS_NO_DOM,36.11
16440,2018,210607,SIERRA,PUNO,HUANCANE,TARACO,QRESIDUOS_NO_DOM,48.97
16441,2019,210607,SIERRA,PUNO,HUANCANE,TARACO,QRESIDUOS_NO_DOM,47.31
16442,2020,210607,SIERRA,PUNO,HUANCANE,TARACO,QRESIDUOS_NO_DOM,45.34
16443,2021,210607,SIERRA,PUNO,HUANCANE,TARACO,QRESIDUOS_NO_DOM,113.57
16444,2014,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,QRESIDUOS_NO_DOM,258.1
16445,2015,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,QRESIDUOS_NO_DOM,151.17
16446,2016,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,QRESIDUOS_NO_DOM,97.01
16447,2017,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,QRESIDUOS_NO_DOM,118.74
16448,2018,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,QRESIDUOS_NO_DOM,144.13
16449,2019,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,QRESIDUOS_NO_DOM,107.67
16450,2020,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,QRESIDUOS_NO_DOM,102.87
16451,2021,190207,SIERRA,PASCO,DANIEL ALCIDES CARRION,TAPUC,QRESIDUOS_NO_DOM,103.77
16452,2015,120709,SIERRA,JUNIN,TARMA,TAPO,QRESIDUOS_NO_DOM,72.13
16453,2016,120709,SIERRA,JUNIN,TARMA,TAPO,QRESIDUOS_NO_DOM,72.44
16454,2017,120709,SIERRA,JUNIN,TARMA,TAPO,QRESIDUOS_NO_DOM,72.65
16455,2018,120709,SIERRA,JUNIN,TARMA,TAPO,QRESIDUOS_NO_DOM,57.38
16456,2019,120709,SIERRA,JUNIN,TARMA,TAPO,QRESIDUOS_NO_DOM,55.43
16457,2020,120709,SIERRA,JUNIN,TARMA,TAPO,QRESIDUOS_NO_DOM,52.47
16458,2021,120709,SIERRA,JUNIN,TARMA,TAPO,QRESIDUOS_NO_DOM,50.66
16459,2014,160509,SELVA,LORETO,REQUENA,TAPICHE,QRESIDUOS_NO_DOM,57.03
16460,2015,160509,SELVA,LORETO,REQUENA,TAPICHE,QRESIDUOS_NO_DOM,54.64
16461,2016,160509,SELVA,LORETO,REQUENA,TAPICHE,QRESIDUOS_NO_DOM,55.24
16462,2017,160509,SELVA,LORETO,REQUENA,TAPICHE,QRESIDUOS_NO_DOM,55.7
16463,2018,160509,SELVA,LORETO,REQUENA,TAPICHE,QRESIDUOS_NO_DOM,43.91
16464,2019,160509,SELVA,LORETO,REQUENA,TAPICHE,QRESIDUOS_NO_DOM,43.7
16465,2020,160509,SELVA,LORETO,REQUENA,TAPICHE,QRESIDUOS_NO_DOM,42.47
16466,2021,160509,SELVA,LORETO,REQUENA,TAPICHE,QRESIDUOS_NO_DOM,40.05
16467,2014,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,QRESIDUOS_NO_DOM,7.12
16468,2015,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,QRESIDUOS_NO_DOM,6.58
16469,2016,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,QRESIDUOS_NO_DOM,6.43
16470,2017,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,QRESIDUOS_NO_DOM,6.29
16471,2018,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,QRESIDUOS_NO_DOM,4.62
16472,2019,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,QRESIDUOS_NO_DOM,4.52
16473,2020,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,QRESIDUOS_NO_DOM,4.51
16474,2021,40516,SIERRA,AREQUIPA,CAYLLOMA,TAPAY,QRESIDUOS_NO_DOM,4.61
16475,2014,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,QRESIDUOS_NO_DOM,20.81
16476,2015,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,QRESIDUOS_NO_DOM,19.73
16477,2016,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,QRESIDUOS_NO_DOM,19.68
16478,2017,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,QRESIDUOS_NO_DOM,19.62
16479,2018,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,QRESIDUOS_NO_DOM,14.49
16480,2019,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,QRESIDUOS_NO_DOM,14.72
16481,2020,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,QRESIDUOS_NO_DOM,14.01
16482,2021,30414,SIERRA,APURIMAC,AYMARAES,TAPAIRIHUA,QRESIDUOS_NO_DOM,13.49
16483,2014,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,QRESIDUOS_NO_DOM,19.76
16484,2015,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,QRESIDUOS_NO_DOM,18.46
16485,2016,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,QRESIDUOS_NO_DOM,18.21
16486,2017,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,QRESIDUOS_NO_DOM,17.94
16487,2018,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,QRESIDUOS_NO_DOM,19.4
16488,2019,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,QRESIDUOS_NO_DOM,19.99
16489,2020,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,QRESIDUOS_NO_DOM,19.34
16490,2021,21709,SIERRA,ANCASH,RECUAY,TAPACOCHA,QRESIDUOS_NO_DOM,18.86
16491,2015,60507,SIERRA,CAJAMARCA,CONTUMAZA,TANTARICA,QRESIDUOS_NO_DOM,117.55
16492,2016,60507,SIERRA,CAJAMARCA,CONTUMAZA,TANTARICA,QRESIDUOS_NO_DOM,118.57
16493,2017,60507,SIERRA,CAJAMARCA,CONTUMAZA,TANTARICA,QRESIDUOS_NO_DOM,119.37
16494,2018,60507,SIERRA,CAJAMARCA,CONTUMAZA,TANTARICA,QRESIDUOS_NO_DOM,109.07
16495,2019,60507,SIERRA,CAJAMARCA,CONTUMAZA,TANTARICA,QRESIDUOS_NO_DOM,114.54
16496,2020,60507,SIERRA,CAJAMARCA,CONTUMAZA,TANTARICA,QRESIDUOS_NO_DOM,113.83
16497,2021,60507,SIERRA,CAJAMARCA,CONTUMAZA,TANTARICA,QRESIDUOS_NO_DOM,114.05
16498,2015,90412,SIERRA,HUANCAVELICA,CASTROVIRREYNA,TANTARA,QRESIDUOS_NO_DOM,25.16
16499,2016,90412,SIERRA,HUANCAVELICA,CASTROVIRREYNA,TANTARA,QRESIDUOS_NO_DOM,25.04
16500,2017,90412,SIERRA,HUANCAVELICA,CASTROVIRREYNA,TANTARA,QRESIDUOS_NO_DOM,24.84
16501,2018,90412,SIERRA,HUANCAVELICA,CASTROVIRREYNA,TANTARA,QRESIDUOS_NO_DOM,23.25
16502,2019,90412,SIERRA,HUANCAVELICA,CASTROVIRREYNA,TANTARA,QRESIDUOS_NO_DOM,24.92
16503,2020,90412,SIERRA,HUANCAVELICA,CASTROVIRREYNA,TANTARA,QRESIDUOS_NO_DOM,24.32
16504,2021,90412,SIERRA,HUANCAVELICA,CASTROVIRREYNA,TANTARA,QRESIDUOS_NO_DOM,23.88
16505,2015,100511,SIERRA,HUANUCO,HUAMALIES,TANTAMAYO,QRESIDUOS_NO_DOM,22.2
16506,2016,100511,SIERRA,HUANUCO,HUAMALIES,TANTAMAYO,QRESIDUOS_NO_DOM,22.29
16507,2017,100511,SIERRA,HUANUCO,HUAMALIES,TANTAMAYO,QRESIDUOS_NO_DOM,22.36
16508,2018,100511,SIERRA,HUANUCO,HUAMALIES,TANTAMAYO,QRESIDUOS_NO_DOM,14.22
16509,2019,100511,SIERRA,HUANUCO,HUAMALIES,TANTAMAYO,QRESIDUOS_NO_DOM,14.04
16510,2020,100511,SIERRA,HUANUCO,HUAMALIES,TANTAMAYO,QRESIDUOS_NO_DOM,13.05
16511,2021,100511,SIERRA,HUANUCO,HUAMALIES,TANTAMAYO,QRESIDUOS_NO_DOM,12.25
16512,2014,151028,SIERRA,LIMA,YAUYOS,TANTA,QRESIDUOS_NO_DOM,32.06
16513,2015,151028,SIERRA,LIMA,YAUYOS,TANTA,QRESIDUOS_NO_DOM,30.36
16514,2016,151028,SIERRA,LIMA,YAUYOS,TANTA,QRESIDUOS_NO_DOM,30.2
16515,2017,151028,SIERRA,LIMA,YAUYOS,TANTA,QRESIDUOS_NO_DOM,29.86
16516,2018,151028,SIERRA,LIMA,YAUYOS,TANTA,QRESIDUOS_NO_DOM,34.29
16517,2019,151028,SIERRA,LIMA,YAUYOS,TANTA,QRESIDUOS_NO_DOM,33.34
16518,2020,151028,SIERRA,LIMA,YAUYOS,TANTA,QRESIDUOS_NO_DOM,33.28
16519,2021,151028,SIERRA,LIMA,YAUYOS,TANTA,QRESIDUOS_NO_DOM,54.2
16520,2014,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,QRESIDUOS_NO_DOM,541.84
16521,2015,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,QRESIDUOS_NO_DOM,623.87
16522,2016,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,QRESIDUOS_NO_DOM,623.05
16523,2017,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,QRESIDUOS_NO_DOM,622.14
16524,2018,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,QRESIDUOS_NO_DOM,802.72
16525,2019,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,QRESIDUOS_NO_DOM,924.21
16526,2020,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,QRESIDUOS_NO_DOM,947.11
16527,2021,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,QRESIDUOS_NO_DOM,678.43
16528,2014,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,QRESIDUOS_NO_DOM,3909.16
16529,2015,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,QRESIDUOS_NO_DOM,4592.12
16530,2016,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,QRESIDUOS_NO_DOM,6005.25
16531,2017,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,QRESIDUOS_NO_DOM,6154.68
16532,2018,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,QRESIDUOS_NO_DOM,7410.46
16533,2019,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,QRESIDUOS_NO_DOM,7834.3
16534,2020,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,QRESIDUOS_NO_DOM,8114.83
16535,2021,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,QRESIDUOS_NO_DOM,8693.77
16536,2014,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,QRESIDUOS_NO_DOM,250.37
16537,2015,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,QRESIDUOS_NO_DOM,235.02
16538,2016,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,QRESIDUOS_NO_DOM,264.9
16539,2017,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,QRESIDUOS_NO_DOM,266.81
16540,2018,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,QRESIDUOS_NO_DOM,336.56
16541,2019,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,QRESIDUOS_NO_DOM,356.5
16542,2020,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,QRESIDUOS_NO_DOM,351.81
16543,2021,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,QRESIDUOS_NO_DOM,353.26
16544,2014,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,QRESIDUOS_NO_DOM,4162.79
16545,2015,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,QRESIDUOS_NO_DOM,3846.74
16546,2016,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,QRESIDUOS_NO_DOM,3923.5
16547,2017,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,QRESIDUOS_NO_DOM,3977.62
16548,2018,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,QRESIDUOS_NO_DOM,4214.05
16549,2019,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,QRESIDUOS_NO_DOM,3009.85
16550,2020,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,QRESIDUOS_NO_DOM,2919.77
16551,2021,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,QRESIDUOS_NO_DOM,3865.54
16552,2015,110211,COSTA,ICA,CHINCHA,TAMBO DE MORA,QRESIDUOS_NO_DOM,405.31
16553,2016,110211,COSTA,ICA,CHINCHA,TAMBO DE MORA,QRESIDUOS_NO_DOM,288.61
16554,2017,110211,COSTA,ICA,CHINCHA,TAMBO DE MORA,QRESIDUOS_NO_DOM,290.66
16555,2018,110211,COSTA,ICA,CHINCHA,TAMBO DE MORA,QRESIDUOS_NO_DOM,370.77
16556,2019,110211,COSTA,ICA,CHINCHA,TAMBO DE MORA,QRESIDUOS_NO_DOM,479.97
16557,2020,110211,COSTA,ICA,CHINCHA,TAMBO DE MORA,QRESIDUOS_NO_DOM,492.72
16558,2021,110211,COSTA,ICA,CHINCHA,TAMBO DE MORA,QRESIDUOS_NO_DOM,475.14
